[1388, 886]
[folio, [36.0, 69.0, 155.0, 18.0], shoonya_0sWX2YJIV6WSJV, 5742459]
[folio, [36.0, 87.0, 155.0, 18.0], shoonya_0sWX2YJIV6WSJV, 5742459]
[folio, [372.0, 73.0, 134.0, 18.0], shoonya_1sVRQOF8I350GO, 5742459]
[paragraph, [457.0, 131.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 149.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 167.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 185.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 203.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 221.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 239.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 257.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 275.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 293.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 311.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 329.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 347.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 365.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 383.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 401.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 419.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 437.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 455.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 473.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 491.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 509.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 527.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 545.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 563.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 581.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 599.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 617.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 635.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 653.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 671.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 689.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 707.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 725.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 743.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 761.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 779.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 797.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 815.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 833.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 851.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 869.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 887.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 905.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 923.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 941.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 959.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 977.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 995.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 1013.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 1031.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 1049.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 1067.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 1085.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 1103.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 1121.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [457.0, 1139.0, 398.0, 18.0], shoonya_2s4C2M794T8SE9, 5742459]
[paragraph, [31.0, 135.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 153.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 171.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 189.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 207.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 225.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 243.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 261.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 279.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 297.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 315.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 333.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 351.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 369.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 387.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 405.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 423.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 441.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 459.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 477.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 495.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 513.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 531.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 549.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 567.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 585.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 603.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 621.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 639.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 657.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 675.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 693.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 711.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 729.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 747.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 765.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 783.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 801.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 819.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 837.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 855.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 873.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 891.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 909.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 927.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 945.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 963.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 981.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 999.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1017.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1035.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1053.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1071.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1089.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1107.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1125.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1143.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1161.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1179.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1197.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1215.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1233.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1251.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1269.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [31.0, 1287.0, 405.0, 18.0], Ye6t5Y153P, 5742459]
[paragraph, [452.0, 1171.0, 395.0, 18.0], 7xOBUZfTrm, 5742459]
[paragraph, [452.0, 1189.0, 395.0, 18.0], 7xOBUZfTrm, 5742459]
[paragraph, [452.0, 1207.0, 395.0, 18.0], 7xOBUZfTrm, 5742459]
[paragraph, [452.0, 1225.0, 395.0, 18.0], 7xOBUZfTrm, 5742459]
[paragraph, [452.0, 1243.0, 395.0, 18.0], 7xOBUZfTrm, 5742459]
[paragraph, [452.0, 1261.0, 395.0, 18.0], 7xOBUZfTrm, 5742459]
[paragraph, [452.0, 1279.0, 395.0, 18.0], 7xOBUZfTrm, 5742459]
[footnote, [572.0, 1355.0, 258.0, 18.0], j-r8Hsxnh1, 5742459]
