[1250, 886]
[chapter-title, [229.0, 42.0, 300.0, 30.0], shoonya_0sJJCTCZX0MZIG, 5775751]
[paragraph, [62.0, 90.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 108.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 126.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 144.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 162.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 180.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 198.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 216.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 234.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 252.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 270.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 288.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 306.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 324.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [62.0, 342.0, 655.0, 18.0], xGTxXKtvi2, 5775751]
[paragraph, [59.0, 373.0, 659.0, 18.0], b9hga7Y9g-, 5775751]
[paragraph, [59.0, 391.0, 659.0, 18.0], b9hga7Y9g-, 5775751]
[paragraph, [59.0, 409.0, 659.0, 18.0], b9hga7Y9g-, 5775751]
[paragraph, [59.0, 427.0, 659.0, 18.0], b9hga7Y9g-, 5775751]
[paragraph, [59.0, 445.0, 659.0, 18.0], b9hga7Y9g-, 5775751]
[paragraph, [59.0, 463.0, 659.0, 18.0], b9hga7Y9g-, 5775751]
[paragraph, [59.0, 481.0, 659.0, 18.0], b9hga7Y9g-, 5775751]
[paragraph, [59.0, 499.0, 659.0, 18.0], b9hga7Y9g-, 5775751]
[paragraph, [59.0, 517.0, 659.0, 18.0], b9hga7Y9g-, 5775751]
[paragraph, [55.0, 551.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 569.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 587.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 605.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 623.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 641.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 659.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 677.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 695.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 713.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 731.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 749.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 767.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [55.0, 785.0, 665.0, 18.0], GhFko6aXGr, 5775751]
[paragraph, [57.0, 809.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 827.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 845.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 863.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 881.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 899.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 917.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 935.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 953.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 971.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 989.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 1007.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 1025.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 1043.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 1061.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
[paragraph, [57.0, 1079.0, 661.0, 18.0], Tkh-1DcjqD, 5775751]
