[1754, 1241]
[section-title, [205.0, 144.0, 751.0, 49.5], SlBf7sDl6O, 6470913]
[sub-section-title, [214.0, 232.0, 376.0, 36.0], XUuOmQR7L1, 6470913]
[paragraph, [212.0, 305.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [212.0, 341.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [212.0, 377.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [212.0, 413.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [212.0, 449.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [212.0, 485.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [212.0, 521.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [212.0, 557.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [212.0, 593.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [212.0, 629.0, 887.0, 36.0], shoonya_0sJRUA9IJAJDLQ, 6470913]
[paragraph, [209.0, 712.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 748.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 784.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 820.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 856.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 892.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 928.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 964.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1000.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1036.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1072.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1108.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1144.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1180.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1216.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1252.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1288.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1324.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1360.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1396.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1432.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[paragraph, [209.0, 1468.0, 891.0, 36.0], zn1nt1WJpC, 6470913]
[footnote, [209.0, 1557.0, 751.0, 36.0], 9HEqc1Yil7, 6470913]
