[2339, 1653]
[folio, [1147.0, 332.0, 251.0, 36.0], RmJWFBREZO, 5736182]
[sidebar, [1432.0, 383.0, 136.0, 36.0], C2DTFjMP8h, 5736182]
[paragraph, [237.0, 390.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 426.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 462.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 498.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 534.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 570.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 606.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 642.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 678.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 714.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 750.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 786.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [237.0, 822.0, 581.0, 36.0], shoonya_0sM1SND723AHRL, 5736182]
[paragraph, [836.0, 393.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 429.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 465.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 501.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 537.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 573.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 609.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 645.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 681.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 717.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 753.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 789.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 825.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 861.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 897.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 933.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 969.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 1005.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 1041.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 1077.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 1113.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 1149.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [836.0, 1185.0, 579.0, 36.0], shoonya_3sGNXPF0MSIO9O, 5736182]
[paragraph, [235.0, 872.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 908.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
