[3509, 2480]
[paragraph, [380.0, 400.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 452.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 505.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 557.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 610.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 662.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 715.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 767.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 820.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 872.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 925.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 977.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 1030.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 1082.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 1135.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 1187.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 1240.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 1292.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 1345.0, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [380.0, 1397.5, 1726.0, 52.5], shoonya_2s31WXAGN1PR6S, 5724591]
[paragraph, [367.0, 1505.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 1557.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 1610.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 1662.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 1715.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 1767.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 1820.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 1872.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 1925.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 1977.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2030.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2082.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2135.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2187.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2240.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2292.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2345.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2397.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2450.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2502.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2555.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2607.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2660.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2712.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2765.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2817.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2870.0, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [367.0, 2922.5, 1754.0, 52.5], shoonya_0sWMKCKDZD96I0, 5724591]
[paragraph, [505.0, 3040.0, 1617.0, 52.5], shoonya_3sHR3LEV3GXKIV, 5724591]
[paragraph, [505.0, 3092.5, 1617.0, 52.5], shoonya_3sHR3LEV3GXKIV, 5724591]
