[872, 605]
[folio, [453.0, 30.0, 101.0, 18.0], hUDaUWdcic, 6457453]
[section-title, [270.0, 33.0, 69.0, 30.0], T4SzxN1R5C, 6457453]
[paragraph, [302.0, 73.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 91.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 109.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 127.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 145.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 163.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 181.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 199.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 217.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 235.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 253.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 271.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 289.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 307.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 325.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 343.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [302.0, 361.0, 255.0, 18.0], 8roYE2ECHG, 6457453]
[paragraph, [46.0, 75.0, 258.0, 18.0], shoonya_0sFVSSDN3W472J, 6457453]
[paragraph, [46.0, 93.0, 258.0, 18.0], shoonya_0sFVSSDN3W472J, 6457453]
[paragraph, [46.0, 111.0, 258.0, 18.0], shoonya_0sFVSSDN3W472J, 6457453]
[paragraph, [46.0, 129.0, 258.0, 18.0], shoonya_0sFVSSDN3W472J, 6457453]
[paragraph, [65.0, 146.0, 189.0, 18.0], guzmsJ9F8Q, 6457453]
[paragraph, [48.0, 161.0, 232.0, 18.0], tkz2LiQlVz, 6457453]
[paragraph, [62.0, 179.0, 212.0, 18.0], zh7fJDnvAZ, 6457453]
[paragraph, [62.0, 196.0, 193.0, 18.0], WG-ZmVJkrM, 6457453]
[paragraph, [51.0, 211.0, 233.0, 18.0], ezyuFQVCUy, 6457453]
[paragraph, [51.0, 229.0, 233.0, 18.0], ezyuFQVCUy, 6457453]
[paragraph, [49.0, 250.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 268.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 286.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 304.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 322.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 340.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 358.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 376.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 394.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 412.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 430.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [49.0, 448.0, 253.0, 18.0], ghw9ajw1uT, 6457453]
[paragraph, [317.0, 386.0, 227.0, 18.0], P96kKrftJM, 6457453]
[paragraph, [304.0, 404.0, 237.0, 18.0], MLedSM19eZ, 6457453]
[paragraph, [304.0, 422.0, 237.0, 18.0], MLedSM19eZ, 6457453]
[paragraph, [303.0, 444.0, 254.0, 18.0], QTZi9Sq7U7, 6457453]
[paragraph, [303.0, 462.0, 254.0, 18.0], QTZi9Sq7U7, 6457453]
[paragraph, [303.0, 480.0, 254.0, 18.0], QTZi9Sq7U7, 6457453]
[paragraph, [303.0, 498.0, 254.0, 18.0], QTZi9Sq7U7, 6457453]
[paragraph, [303.0, 516.0, 254.0, 18.0], QTZi9Sq7U7, 6457453]
[paragraph, [303.0, 534.0, 254.0, 18.0], QTZi9Sq7U7, 6457453]
[paragraph, [303.0, 552.0, 254.0, 18.0], QTZi9Sq7U7, 6457453]
[paragraph, [303.0, 570.0, 254.0, 18.0], QTZi9Sq7U7, 6457453]
[paragraph, [303.0, 588.0, 254.0, 18.0], QTZi9Sq7U7, 6457453]
[paragraph, [49.0, 470.0, 252.0, 18.0], UffjE9bGUI, 6457453]
[paragraph, [49.0, 488.0, 252.0, 18.0], UffjE9bGUI, 6457453]
[paragraph, [49.0, 506.0, 252.0, 18.0], UffjE9bGUI, 6457453]
[paragraph, [49.0, 524.0, 252.0, 18.0], UffjE9bGUI, 6457453]
[paragraph, [50.0, 540.0, 247.0, 18.0], 0ehbcOA3ER, 6457453]
[paragraph, [50.0, 558.0, 247.0, 18.0], 0ehbcOA3ER, 6457453]
[paragraph, [51.0, 579.0, 252.0, 18.0], ZoxwxGfLfS, 6457453]
[paragraph, [51.0, 597.0, 252.0, 18.0], ZoxwxGfLfS, 6457453]
[paragraph, [51.0, 615.0, 252.0, 18.0], ZoxwxGfLfS, 6457453]
[reference, [305.0, 609.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 627.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 645.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 663.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 681.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 699.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 717.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 735.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 753.0, 252.0, 18.0], M-oAVyClBd, 6457453]
