[1951, 1219]
[folio, [773.0, 121.0, 204.0, 36.0], shoonya_0sOTWR9UE0WO8P, 5683247]
[paragraph, [114.0, 200.0, 515.0, 36.0], lri4Az-BVb, 5683247]
[paragraph, [109.0, 272.0, 981.0, 36.0], bzW4rL2fOe, 5683247]
[paragraph, [109.0, 308.0, 981.0, 36.0], bzW4rL2fOe, 5683247]
[paragraph, [109.0, 344.0, 981.0, 36.0], bzW4rL2fOe, 5683247]
[paragraph, [109.0, 380.0, 981.0, 36.0], bzW4rL2fOe, 5683247]
[paragraph, [109.0, 416.0, 981.0, 36.0], bzW4rL2fOe, 5683247]
[paragraph, [109.0, 452.0, 981.0, 36.0], bzW4rL2fOe, 5683247]
[paragraph, [126.0, 505.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 541.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 577.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 613.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 649.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 685.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 721.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 757.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 793.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 829.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 865.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 901.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 937.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 973.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 1009.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [126.0, 1045.0, 966.0, 36.0], L4sjWdIlGp, 5683247]
[paragraph, [124.0, 1087.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1123.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1159.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1195.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1231.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1267.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1303.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1339.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1375.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1411.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1447.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1483.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1519.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1555.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1591.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1627.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1663.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1699.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1735.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
[paragraph, [124.0, 1771.0, 966.0, 36.0], sQLdK3t6vs, 5683247]
