[1650, 1275]
[paragraph, [185.0, 139.0, 904.0, 36.0], shoonya_4s4E4MDI7N8FK1, 5703967]
[paragraph, [185.0, 175.0, 904.0, 36.0], shoonya_4s4E4MDI7N8FK1, 5703967]
[paragraph, [185.0, 211.0, 904.0, 36.0], shoonya_4s4E4MDI7N8FK1, 5703967]
[paragraph, [185.0, 247.0, 904.0, 36.0], shoonya_4s4E4MDI7N8FK1, 5703967]
[paragraph, [185.0, 283.0, 904.0, 36.0], shoonya_4s4E4MDI7N8FK1, 5703967]
[paragraph, [185.0, 319.0, 904.0, 36.0], shoonya_4s4E4MDI7N8FK1, 5703967]
[paragraph, [185.0, 383.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 419.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 455.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 491.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 527.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 563.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 599.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 635.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 671.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 707.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [185.0, 743.0, 903.0, 36.0], shoonya_1s4V2BOVF59JO6, 5703967]
[paragraph, [186.0, 968.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1004.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1040.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1076.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1112.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1148.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1184.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1220.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1256.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1292.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1328.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1364.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1400.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1436.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
[paragraph, [186.0, 1472.0, 904.0, 36.0], shoonya_0sKQ41CKEZO3Z8, 5703967]
