[1241, 1241]
[unordered-list, [625.0, 133.0, 516.0, 18.0], xuCzpTdToE, 5725850]
[unordered-list, [625.0, 151.0, 516.0, 18.0], xuCzpTdToE, 5725850]
[unordered-list, [625.0, 169.0, 516.0, 18.0], xuCzpTdToE, 5725850]
[unordered-list, [625.0, 187.0, 516.0, 18.0], xuCzpTdToE, 5725850]
[unordered-list, [625.0, 205.0, 516.0, 18.0], xuCzpTdToE, 5725850]
[unordered-list, [625.0, 223.0, 516.0, 18.0], xuCzpTdToE, 5725850]
[unordered-list, [625.0, 241.0, 516.0, 18.0], xuCzpTdToE, 5725850]
[paragraph, [114.0, 138.0, 491.0, 18.0], shoonya_4s1CWZHJ5KH19Z, 5725850]
[paragraph, [114.0, 156.0, 491.0, 18.0], shoonya_4s1CWZHJ5KH19Z, 5725850]
[paragraph, [114.0, 174.0, 491.0, 18.0], shoonya_4s1CWZHJ5KH19Z, 5725850]
[paragraph, [114.0, 192.0, 491.0, 18.0], shoonya_4s1CWZHJ5KH19Z, 5725850]
[paragraph, [114.0, 210.0, 491.0, 18.0], shoonya_4s1CWZHJ5KH19Z, 5725850]
[paragraph, [115.0, 242.0, 481.0, 18.0], shoonya_2sA5Z2X8AV8E9Z, 5725850]
[paragraph, [115.0, 260.0, 481.0, 18.0], shoonya_2sA5Z2X8AV8E9Z, 5725850]
[paragraph, [115.0, 278.0, 481.0, 18.0], shoonya_2sA5Z2X8AV8E9Z, 5725850]
[paragraph, [115.0, 296.0, 481.0, 18.0], shoonya_2sA5Z2X8AV8E9Z, 5725850]
[paragraph, [115.0, 314.0, 481.0, 18.0], shoonya_2sA5Z2X8AV8E9Z, 5725850]
[unordered-list, [620.0, 285.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 303.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 321.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 339.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 357.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 375.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 393.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 411.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 429.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 447.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 465.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 483.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 501.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 519.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 537.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 555.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 573.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 591.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 609.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 627.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 645.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 663.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 681.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 699.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 717.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 735.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 753.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 771.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 789.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 807.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 825.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 843.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 861.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 879.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 897.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 915.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 933.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 951.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 969.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 987.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 1005.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 1023.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 1041.0, 536.0, 18.0], TVXDQYy521, 5725850]
[unordered-list, [620.0, 1059.0, 536.0, 18.0], TVXDQYy521, 5725850]
[paragraph, [116.0, 347.0, 481.0, 18.0], shoonya_5sWY71YGOXIY2K, 5725850]
[paragraph, [116.0, 365.0, 481.0, 18.0], shoonya_5sWY71YGOXIY2K, 5725850]
[paragraph, [116.0, 383.0, 481.0, 18.0], shoonya_5sWY71YGOXIY2K, 5725850]
[paragraph, [116.0, 401.0, 481.0, 18.0], shoonya_5sWY71YGOXIY2K, 5725850]
[section-title, [108.0, 442.0, 449.0, 30.0], lZQeMbFMmL, 5725850]
[unordered-list, [102.0, 499.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 517.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 535.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 553.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 571.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 589.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 607.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 625.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 643.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 661.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 679.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 697.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 715.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 733.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 751.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
[unordered-list, [102.0, 769.0, 508.0, 18.0], shoonya_8sFAKTM93TKEQT, 5725850]
