[1951, 1219]
[folio, [763.0, 114.0, 206.0, 36.0], shoonya_0sDA3NNT7TCKUW, 5682314]
[paragraph, [115.0, 202.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 238.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 274.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 310.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 346.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 382.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 418.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 454.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 490.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 526.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [115.0, 562.0, 967.0, 36.0], QDa4mVIXB-, 5682314]
[paragraph, [118.0, 614.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 650.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 686.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 722.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 758.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 794.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 830.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 866.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 902.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 938.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 974.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1010.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1046.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1082.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1118.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1154.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1190.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1226.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1262.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1298.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1334.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1370.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1406.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1442.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1478.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1514.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1550.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1586.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1622.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1658.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1694.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1730.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
[paragraph, [118.0, 1766.0, 969.0, 36.0], T6EsP1cRjb, 5682314]
