[1565, 1152]
[paragraph, [742.0, 119.0, 292.0, 36.0], shoonya_4s5EL0YB5E7NAV, 5712708]
[paragraph, [742.0, 155.0, 292.0, 36.0], shoonya_4s5EL0YB5E7NAV, 5712708]
[paragraph, [742.0, 191.0, 292.0, 36.0], shoonya_4s5EL0YB5E7NAV, 5712708]
[paragraph, [742.0, 227.0, 292.0, 36.0], shoonya_4s5EL0YB5E7NAV, 5712708]
[paragraph, [742.0, 263.0, 292.0, 36.0], shoonya_4s5EL0YB5E7NAV, 5712708]
[paragraph, [110.0, 120.0, 292.0, 36.0], shoonya_7s3ASTK2BDRHOF, 5712708]
[paragraph, [110.0, 156.0, 292.0, 36.0], shoonya_7s3ASTK2BDRHOF, 5712708]
[paragraph, [110.0, 192.0, 292.0, 36.0], shoonya_7s3ASTK2BDRHOF, 5712708]
[paragraph, [110.0, 228.0, 292.0, 36.0], shoonya_7s3ASTK2BDRHOF, 5712708]
[paragraph, [110.0, 264.0, 292.0, 36.0], shoonya_7s3ASTK2BDRHOF, 5712708]
[paragraph, [110.0, 300.0, 292.0, 36.0], shoonya_7s3ASTK2BDRHOF, 5712708]
[paragraph, [110.0, 336.0, 292.0, 36.0], shoonya_7s3ASTK2BDRHOF, 5712708]
[paragraph, [110.0, 372.0, 292.0, 36.0], shoonya_7s3ASTK2BDRHOF, 5712708]
[section-title, [434.0, 123.0, 242.0, 49.5], shoonya_9sZ2AI2BXUUPEW, 5712708]
[paragraph, [427.0, 194.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 230.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 266.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 302.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 338.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 374.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 410.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 446.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 482.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 518.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 554.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 590.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 626.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 662.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 698.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 734.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 770.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 806.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 842.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 878.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 914.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 950.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 986.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 1022.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 1058.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 1094.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 1130.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 1166.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [427.0, 1202.0, 293.0, 36.0], shoonya_8sJWC944F00W6W, 5712708]
[paragraph, [743.0, 338.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 374.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 410.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 446.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 482.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 518.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 554.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 590.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 626.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 662.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 698.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 734.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [743.0, 770.0, 287.0, 36.0], shoonya_1s7HOOCWDFTZUL, 5712708]
[paragraph, [110.0, 417.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 453.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 489.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 525.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 561.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 597.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 633.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 669.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 705.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 741.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 777.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 813.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 849.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 885.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 921.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 957.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 993.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1029.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1065.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1101.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1137.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1173.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1209.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1245.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1281.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1317.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [110.0, 1353.0, 305.0, 36.0], shoonya_6s6OHDPP90J8MQ, 5712708]
[paragraph, [743.0, 842.0, 293.0, 36.0], shoonya_3s1PF780N1YRHI, 5712708]
[paragraph, [743.0, 878.0, 293.0, 36.0], shoonya_3s1PF780N1YRHI, 5712708]
[paragraph, [743.0, 914.0, 293.0, 36.0], shoonya_3s1PF780N1YRHI, 5712708]
[paragraph, [743.0, 950.0, 293.0, 36.0], shoonya_3s1PF780N1YRHI, 5712708]
[paragraph, [743.0, 986.0, 293.0, 36.0], shoonya_3s1PF780N1YRHI, 5712708]
[paragraph, [743.0, 1022.0, 293.0, 36.0], shoonya_3s1PF780N1YRHI, 5712708]
[paragraph, [743.0, 1058.0, 293.0, 36.0], shoonya_3s1PF780N1YRHI, 5712708]
[paragraph, [743.0, 1094.0, 293.0, 36.0], shoonya_3s1PF780N1YRHI, 5712708]
[paragraph, [743.0, 1130.0, 293.0, 36.0], shoonya_3s1PF780N1YRHI, 5712708]
[paragraph, [743.0, 1188.0, 297.0, 36.0], shoonya_0sS70W581WL4MV, 5712708]
[paragraph, [743.0, 1224.0, 297.0, 36.0], shoonya_0sS70W581WL4MV, 5712708]
[paragraph, [743.0, 1260.0, 297.0, 36.0], shoonya_0sS70W581WL4MV, 5712708]
[paragraph, [743.0, 1296.0, 297.0, 36.0], shoonya_0sS70W581WL4MV, 5712708]
[paragraph, [743.0, 1332.0, 297.0, 36.0], shoonya_0sS70W581WL4MV, 5712708]
[paragraph, [743.0, 1368.0, 297.0, 36.0], shoonya_0sS70W581WL4MV, 5712708]
[paragraph, [429.0, 1259.0, 294.0, 36.0], shoonya_2s0OOTP31710T4, 5712708]
[paragraph, [429.0, 1295.0, 294.0, 36.0], shoonya_2s0OOTP31710T4, 5712708]
[paragraph, [429.0, 1331.0, 294.0, 36.0], shoonya_2s0OOTP31710T4, 5712708]
[paragraph, [429.0, 1367.0, 294.0, 36.0], shoonya_2s0OOTP31710T4, 5712708]
