[872, 605]
[chapter-title, [257.0, 40.0, 85.0, 30.0], shoonya_0sZKQHU44QK9MN, 6457119]
[folio, [481.0, 40.0, 69.0, 18.0], 247LHxO8fu, 6457119]
[paragraph, [304.0, 80.0, 241.0, 18.0], KVFPJrJ9t9, 6457119]
[paragraph, [304.0, 98.0, 241.0, 18.0], KVFPJrJ9t9, 6457119]
[paragraph, [50.0, 86.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 104.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 122.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 140.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 158.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 176.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 194.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 212.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 230.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 248.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 266.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 284.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 302.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 320.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 338.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 356.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [50.0, 374.0, 248.0, 18.0], TIItX7MiBe, 6457119]
[paragraph, [303.0, 120.0, 245.0, 18.0], daGghmVTlG, 6457119]
[paragraph, [303.0, 138.0, 245.0, 18.0], daGghmVTlG, 6457119]
[paragraph, [303.0, 156.0, 245.0, 18.0], daGghmVTlG, 6457119]
[paragraph, [302.0, 221.0, 213.0, 18.0], SSFRlQ9GVL, 6457119]
[paragraph, [304.0, 240.0, 244.0, 18.0], labESd-Z-k, 6457119]
[paragraph, [304.0, 258.0, 244.0, 18.0], labESd-Z-k, 6457119]
[paragraph, [303.0, 291.0, 247.0, 18.0], KGxvvfo78_, 6457119]
[paragraph, [303.0, 309.0, 247.0, 18.0], KGxvvfo78_, 6457119]
[paragraph, [305.0, 378.0, 242.0, 18.0], 5lKWgYAxtq, 6457119]
[paragraph, [50.0, 406.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 424.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 442.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 460.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 478.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 496.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 514.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 532.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 550.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 568.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 586.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 604.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 622.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [50.0, 640.0, 247.0, 18.0], em13tiVCZ7, 6457119]
[paragraph, [305.0, 410.0, 209.0, 18.0], 9UwwnZqg2i, 6457119]
[paragraph, [306.0, 431.0, 243.0, 18.0], _8fYAvpA95, 6457119]
