[1387, 987]
[paragraph, [56.0, 78.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 96.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 114.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 132.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 150.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 168.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 186.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 204.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 222.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 240.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [56.0, 258.0, 848.0, 18.0], shoonya_0s21FA0RRCMOYM, 5652699]
[paragraph, [65.0, 276.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 294.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 312.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 330.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 348.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 366.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 384.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 402.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 420.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 438.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 456.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 474.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 492.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 510.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 528.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 546.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 564.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 582.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 600.0, 824.0, 18.0], BRXTdzvnMx, 5652699]
[paragraph, [65.0, 636.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [65.0, 654.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [65.0, 672.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [65.0, 690.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [65.0, 708.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [65.0, 726.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [65.0, 744.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [65.0, 762.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [65.0, 780.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [65.0, 798.0, 835.0, 18.0], vHo5SuIkTe, 5652699]
[paragraph, [76.0, 817.0, 831.0, 18.0], s0FSVZS54c, 5652699]
[paragraph, [76.0, 835.0, 831.0, 18.0], s0FSVZS54c, 5652699]
[paragraph, [76.0, 853.0, 831.0, 18.0], s0FSVZS54c, 5652699]
[paragraph, [76.0, 871.0, 831.0, 18.0], s0FSVZS54c, 5652699]
[paragraph, [76.0, 889.0, 831.0, 18.0], s0FSVZS54c, 5652699]
[paragraph, [76.0, 907.0, 831.0, 18.0], s0FSVZS54c, 5652699]
[paragraph, [76.0, 925.0, 831.0, 18.0], s0FSVZS54c, 5652699]
[paragraph, [66.0, 948.0, 879.0, 18.0], tE8bLn-QKQ, 5652699]
[paragraph, [66.0, 966.0, 879.0, 18.0], tE8bLn-QKQ, 5652699]
[paragraph, [66.0, 984.0, 879.0, 18.0], tE8bLn-QKQ, 5652699]
[paragraph, [66.0, 1002.0, 879.0, 18.0], tE8bLn-QKQ, 5652699]
[paragraph, [66.0, 1020.0, 879.0, 18.0], tE8bLn-QKQ, 5652699]
[paragraph, [66.0, 1038.0, 879.0, 18.0], tE8bLn-QKQ, 5652699]
[paragraph, [35.0, 1065.0, 894.0, 18.0], 2VSsim7o-j, 5652699]
[paragraph, [35.0, 1083.0, 894.0, 18.0], 2VSsim7o-j, 5652699]
[paragraph, [35.0, 1101.0, 894.0, 18.0], 2VSsim7o-j, 5652699]
[paragraph, [35.0, 1119.0, 894.0, 18.0], 2VSsim7o-j, 5652699]
[paragraph, [35.0, 1137.0, 894.0, 18.0], 2VSsim7o-j, 5652699]
[paragraph, [35.0, 1155.0, 894.0, 18.0], 2VSsim7o-j, 5652699]
[paragraph, [35.0, 1173.0, 894.0, 18.0], 2VSsim7o-j, 5652699]
[paragraph, [35.0, 1191.0, 894.0, 18.0], 2VSsim7o-j, 5652699]
[paragraph, [35.0, 1209.0, 894.0, 18.0], 2VSsim7o-j, 5652699]
