[2339, 1653]
[paragraph, [245.0, 245.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 281.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 317.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 353.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 389.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 425.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 461.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 497.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 533.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 569.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [245.0, 605.0, 1156.0, 36.0], shoonya_0s4Q776SS0JZQK, 5686389]
[paragraph, [247.0, 802.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 838.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 874.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 910.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 946.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 982.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 1018.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 1054.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 1090.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 1126.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 1162.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 1198.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 1234.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [247.0, 1270.0, 1154.0, 36.0], shoonya_1s8QNAFSTF2G2F, 5686389]
[paragraph, [248.0, 1358.0, 1156.0, 36.0], shoonya_5sSOXS2F6U12BG, 5686389]
[paragraph, [248.0, 1394.0, 1156.0, 36.0], shoonya_5sSOXS2F6U12BG, 5686389]
[paragraph, [248.0, 1430.0, 1156.0, 36.0], shoonya_5sSOXS2F6U12BG, 5686389]
[paragraph, [248.0, 1466.0, 1156.0, 36.0], shoonya_5sSOXS2F6U12BG, 5686389]
[paragraph, [248.0, 1502.0, 1156.0, 36.0], shoonya_5sSOXS2F6U12BG, 5686389]
[paragraph, [248.0, 1538.0, 1156.0, 36.0], shoonya_5sSOXS2F6U12BG, 5686389]
[paragraph, [248.0, 1574.0, 1156.0, 36.0], shoonya_5sSOXS2F6U12BG, 5686389]
[paragraph, [445.0, 1632.0, 962.0, 36.0], 5FXqwqCTkH, 5686389]
[paragraph, [445.0, 1668.0, 962.0, 36.0], 5FXqwqCTkH, 5686389]
[paragraph, [445.0, 1704.0, 962.0, 36.0], 5FXqwqCTkH, 5686389]
[paragraph, [445.0, 1740.0, 962.0, 36.0], 5FXqwqCTkH, 5686389]
[paragraph, [445.0, 1776.0, 962.0, 36.0], 5FXqwqCTkH, 5686389]
[paragraph, [445.0, 1812.0, 962.0, 36.0], 5FXqwqCTkH, 5686389]
[paragraph, [445.0, 1848.0, 962.0, 36.0], 5FXqwqCTkH, 5686389]
[paragraph, [245.0, 1935.0, 1158.0, 36.0], shoonya_3s42OK372BVTSU, 5686389]
[paragraph, [245.0, 1971.0, 1158.0, 36.0], shoonya_3s42OK372BVTSU, 5686389]
[paragraph, [245.0, 2007.0, 1158.0, 36.0], shoonya_3s42OK372BVTSU, 5686389]
[reference, [251.0, 2080.0, 324.0, 36.0], WRDufR65H5, 5686389]
