[872, 605]
[section-title, [261.0, 32.0, 88.0, 30.0], qqzsHqdwpO, 6457543]
[folio, [37.0, 35.0, 86.0, 18.0], KtlBGU1ol7, 6457543]
[paragraph, [39.0, 75.0, 259.0, 18.0], shoonya_0sYB5P416HBRUJ, 6457543]
[paragraph, [39.0, 93.0, 259.0, 18.0], shoonya_0sYB5P416HBRUJ, 6457543]
[paragraph, [300.0, 75.0, 256.0, 18.0], vmJSdOC7tD, 6457543]
[paragraph, [299.0, 97.0, 258.0, 18.0], R_p9FvMFOs, 6457543]
[paragraph, [299.0, 115.0, 258.0, 18.0], R_p9FvMFOs, 6457543]
[paragraph, [39.0, 114.0, 247.0, 18.0], DuuzsN67zA, 6457543]
[paragraph, [39.0, 132.0, 247.0, 18.0], DuuzsN67zA, 6457543]
[paragraph, [299.0, 131.0, 160.0, 18.0], m52fZk8azc, 6457543]
[paragraph, [300.0, 149.0, 259.0, 18.0], Ficqx96bZ6, 6457543]
[paragraph, [300.0, 167.0, 259.0, 18.0], Ficqx96bZ6, 6457543]
[paragraph, [38.0, 150.0, 237.0, 18.0], 3VrhQAl25a, 6457543]
[paragraph, [38.0, 173.0, 263.0, 18.0], 29iFZtw6I4, 6457543]
[paragraph, [38.0, 191.0, 263.0, 18.0], 29iFZtw6I4, 6457543]
[paragraph, [38.0, 209.0, 263.0, 18.0], 29iFZtw6I4, 6457543]
[paragraph, [38.0, 227.0, 263.0, 18.0], 29iFZtw6I4, 6457543]
[paragraph, [38.0, 245.0, 263.0, 18.0], 29iFZtw6I4, 6457543]
[paragraph, [38.0, 263.0, 263.0, 18.0], 29iFZtw6I4, 6457543]
[paragraph, [38.0, 281.0, 263.0, 18.0], 29iFZtw6I4, 6457543]
[paragraph, [300.0, 188.0, 258.0, 18.0], 1pf14zl6vc, 6457543]
[paragraph, [300.0, 206.0, 258.0, 18.0], 1pf14zl6vc, 6457543]
[paragraph, [300.0, 224.0, 258.0, 18.0], 1pf14zl6vc, 6457543]
[paragraph, [300.0, 242.0, 258.0, 18.0], 1pf14zl6vc, 6457543]
[paragraph, [300.0, 260.0, 258.0, 18.0], 1pf14zl6vc, 6457543]
[paragraph, [302.0, 290.0, 255.0, 18.0], ZASL68t-b8, 6457543]
[paragraph, [302.0, 308.0, 255.0, 18.0], ZASL68t-b8, 6457543]
[paragraph, [39.0, 312.0, 232.0, 18.0], hCc6r7nEzd, 6457543]
[paragraph, [303.0, 327.0, 214.0, 18.0], TF23lN-HFS, 6457543]
[paragraph, [40.0, 331.0, 103.0, 18.0], Lzwng6NcBV, 6457543]
[paragraph, [302.0, 347.0, 260.0, 18.0], LS5l8vZbxL, 6457543]
[paragraph, [302.0, 365.0, 260.0, 18.0], LS5l8vZbxL, 6457543]
[paragraph, [302.0, 383.0, 260.0, 18.0], LS5l8vZbxL, 6457543]
[paragraph, [302.0, 401.0, 260.0, 18.0], LS5l8vZbxL, 6457543]
[paragraph, [302.0, 419.0, 260.0, 18.0], LS5l8vZbxL, 6457543]
[paragraph, [51.0, 350.0, 176.0, 18.0], k2nQr8tIyw, 6457543]
[paragraph, [40.0, 373.0, 260.0, 18.0], MikaL1ZFB_, 6457543]
[paragraph, [40.0, 391.0, 260.0, 18.0], MikaL1ZFB_, 6457543]
[paragraph, [40.0, 408.0, 213.0, 18.0], KImhgdHp95, 6457543]
[paragraph, [40.0, 430.0, 261.0, 18.0], T7LMevPzR6, 6457543]
[paragraph, [40.0, 448.0, 261.0, 18.0], T7LMevPzR6, 6457543]
[paragraph, [301.0, 451.0, 236.0, 18.0], 8WmUpBMphk, 6457543]
[paragraph, [39.0, 466.0, 255.0, 18.0], 7uAsld19mb, 6457543]
[paragraph, [316.0, 468.0, 246.0, 18.0], qTngp2Bz6C, 6457543]
[paragraph, [40.0, 486.0, 110.0, 18.0], 9LPfWZVwVp, 6457543]
[paragraph, [316.0, 486.0, 121.0, 18.0], nRD4jc5Mbq, 6457543]
[paragraph, [40.0, 504.0, 263.0, 18.0], 2nwPiE01_7, 6457543]
[paragraph, [40.0, 522.0, 263.0, 18.0], 2nwPiE01_7, 6457543]
[paragraph, [303.0, 506.0, 259.0, 18.0], HunnfRhLYp, 6457543]
[paragraph, [303.0, 524.0, 259.0, 18.0], HunnfRhLYp, 6457543]
[paragraph, [39.0, 538.0, 249.0, 18.0], Gu4Jp-1wGW, 6457543]
[paragraph, [39.0, 556.0, 249.0, 18.0], Gu4Jp-1wGW, 6457543]
[paragraph, [303.0, 540.0, 244.0, 18.0], TcNFSQAJjv, 6457543]
[paragraph, [303.0, 558.0, 244.0, 18.0], TcNFSQAJjv, 6457543]
[paragraph, [42.0, 571.0, 112.0, 18.0], spyvqfZbyW, 6457543]
[paragraph, [303.0, 576.0, 253.0, 18.0], Ikxeid_sTL, 6457543]
[paragraph, [303.0, 594.0, 253.0, 18.0], Ikxeid_sTL, 6457543]
[paragraph, [43.0, 593.0, 259.0, 18.0], tYKHl55yWy, 6457543]
[paragraph, [43.0, 611.0, 259.0, 18.0], tYKHl55yWy, 6457543]
[paragraph, [302.0, 609.0, 230.0, 18.0], qXpvh2WC-1, 6457543]
[paragraph, [141.0, 633.0, 128.0, 18.0], 8UNREwS1G8, 6457543]
[paragraph, [304.0, 634.0, 260.0, 18.0], W1mqvr8HMG, 6457543]
[paragraph, [304.0, 652.0, 260.0, 18.0], W1mqvr8HMG, 6457543]
