[3509, 2480]
[paragraph, [341.0, 390.0, 1807.0, 52.5], qObuhR0HYK, 5724053]
[paragraph, [341.0, 442.5, 1807.0, 52.5], qObuhR0HYK, 5724053]
[paragraph, [341.0, 495.0, 1807.0, 52.5], qObuhR0HYK, 5724053]
[paragraph, [341.0, 547.5, 1807.0, 52.5], qObuhR0HYK, 5724053]
[paragraph, [341.0, 600.0, 1807.0, 52.5], qObuhR0HYK, 5724053]
[paragraph, [341.0, 652.5, 1807.0, 52.5], qObuhR0HYK, 5724053]
[paragraph, [341.0, 705.0, 1807.0, 52.5], qObuhR0HYK, 5724053]
[paragraph, [341.0, 757.5, 1807.0, 52.5], qObuhR0HYK, 5724053]
[paragraph, [341.0, 810.0, 1807.0, 52.5], qObuhR0HYK, 5724053]
[section-title, [364.0, 929.0, 738.0, 93.0], shoonya_3sSCFX5Y5IO9S0, 5724053]
[paragraph, [356.0, 1074.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1126.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1179.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1231.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1284.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1336.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1389.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1441.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1494.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1546.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1599.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1651.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1704.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1756.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1809.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1861.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1914.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 1966.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2019.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2071.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2124.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2176.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2229.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2281.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2334.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2386.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2439.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2491.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2544.0, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[paragraph, [356.0, 2596.5, 1783.0, 52.5], shoonya_0s6H8QRQMO8D5Z, 5724053]
[footnote, [317.0, 2754.0, 1832.0, 52.5], shoonya_1sPPVRNWEWIK80, 5724053]
[footnote, [317.0, 2806.5, 1832.0, 52.5], shoonya_1sPPVRNWEWIK80, 5724053]
[footnote, [317.0, 2859.0, 1832.0, 52.5], shoonya_1sPPVRNWEWIK80, 5724053]
[footnote, [317.0, 2911.5, 1832.0, 52.5], shoonya_1sPPVRNWEWIK80, 5724053]
[footnote, [317.0, 2964.0, 1832.0, 52.5], shoonya_1sPPVRNWEWIK80, 5724053]
[footnote, [317.0, 3016.5, 1832.0, 52.5], shoonya_1sPPVRNWEWIK80, 5724053]
[footnote, [317.0, 3069.0, 1832.0, 52.5], shoonya_1sPPVRNWEWIK80, 5724053]
