[876, 612]
[section-title, [280.0, 17.0, 97.0, 30.0], Sa3D2sBDre, 6460550]
[paragraph, [151.0, 81.0, 317.0, 18.0], 1d86P2UIdQ, 6460550]
[paragraph, [151.0, 99.0, 317.0, 18.0], 1d86P2UIdQ, 6460550]
[paragraph, [151.0, 117.0, 317.0, 18.0], 1d86P2UIdQ, 6460550]
[paragraph, [151.0, 135.0, 317.0, 18.0], 1d86P2UIdQ, 6460550]
[paragraph, [151.0, 153.0, 317.0, 18.0], 1d86P2UIdQ, 6460550]
[paragraph, [151.0, 171.0, 317.0, 18.0], 1d86P2UIdQ, 6460550]
[paragraph, [151.0, 189.0, 317.0, 18.0], 1d86P2UIdQ, 6460550]
[paragraph, [148.0, 236.0, 326.0, 18.0], shoonya_0sHFOKKGIJRJ8F, 6460550]
[paragraph, [148.0, 254.0, 326.0, 18.0], shoonya_0sHFOKKGIJRJ8F, 6460550]
[paragraph, [148.0, 272.0, 326.0, 18.0], shoonya_0sHFOKKGIJRJ8F, 6460550]
[paragraph, [148.0, 290.0, 326.0, 18.0], shoonya_0sHFOKKGIJRJ8F, 6460550]
[paragraph, [148.0, 308.0, 326.0, 18.0], shoonya_0sHFOKKGIJRJ8F, 6460550]
[paragraph, [148.0, 326.0, 326.0, 18.0], shoonya_0sHFOKKGIJRJ8F, 6460550]
[paragraph, [148.0, 344.0, 326.0, 18.0], shoonya_0sHFOKKGIJRJ8F, 6460550]
[paragraph, [148.0, 389.0, 340.0, 18.0], hoOCKyu47X, 6460550]
[paragraph, [148.0, 407.0, 340.0, 18.0], hoOCKyu47X, 6460550]
[paragraph, [148.0, 425.0, 340.0, 18.0], hoOCKyu47X, 6460550]
[paragraph, [148.0, 443.0, 340.0, 18.0], hoOCKyu47X, 6460550]
[paragraph, [148.0, 461.0, 340.0, 18.0], hoOCKyu47X, 6460550]
[paragraph, [148.0, 479.0, 340.0, 18.0], hoOCKyu47X, 6460550]
[paragraph, [148.0, 497.0, 340.0, 18.0], hoOCKyu47X, 6460550]
[paragraph, [149.0, 552.0, 348.0, 18.0], BXimBCT7NK, 6460550]
[paragraph, [149.0, 570.0, 348.0, 18.0], BXimBCT7NK, 6460550]
[paragraph, [149.0, 588.0, 348.0, 18.0], BXimBCT7NK, 6460550]
[paragraph, [149.0, 606.0, 348.0, 18.0], BXimBCT7NK, 6460550]
[paragraph, [149.0, 624.0, 348.0, 18.0], BXimBCT7NK, 6460550]
[paragraph, [149.0, 642.0, 348.0, 18.0], BXimBCT7NK, 6460550]
[paragraph, [149.0, 660.0, 348.0, 18.0], BXimBCT7NK, 6460550]
[paragraph, [156.0, 699.0, 343.0, 18.0], shoonya_2sERG4GIEBEKQV, 6460550]
[paragraph, [156.0, 717.0, 343.0, 18.0], shoonya_2sERG4GIEBEKQV, 6460550]
[paragraph, [156.0, 735.0, 343.0, 18.0], shoonya_2sERG4GIEBEKQV, 6460550]
[paragraph, [156.0, 753.0, 343.0, 18.0], shoonya_2sERG4GIEBEKQV, 6460550]
[paragraph, [156.0, 771.0, 343.0, 18.0], shoonya_2sERG4GIEBEKQV, 6460550]
[paragraph, [156.0, 789.0, 343.0, 18.0], shoonya_2sERG4GIEBEKQV, 6460550]
[paragraph, [156.0, 807.0, 343.0, 18.0], shoonya_2sERG4GIEBEKQV, 6460550]
