[1300, 827]
[ordered-list, [70.0, 114.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 132.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 150.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 168.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 186.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 204.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 222.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 240.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 258.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 276.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 294.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 312.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 330.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 348.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 366.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 384.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 402.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 420.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [70.0, 438.0, 710.0, 18.0], 93EJ6joCFM, 5749129]
[ordered-list, [116.0, 475.0, 657.0, 18.0], 2dMhg6Q9uR, 5749129]
[ordered-list, [116.0, 493.0, 657.0, 18.0], 2dMhg6Q9uR, 5749129]
[ordered-list, [288.0, 530.0, 481.0, 18.0], VAnTHJQiJ0, 5749129]
[ordered-list, [288.0, 548.0, 481.0, 18.0], VAnTHJQiJ0, 5749129]
[ordered-list, [288.0, 566.0, 481.0, 18.0], VAnTHJQiJ0, 5749129]
[ordered-list, [288.0, 584.0, 481.0, 18.0], VAnTHJQiJ0, 5749129]
[ordered-list, [288.0, 602.0, 481.0, 18.0], VAnTHJQiJ0, 5749129]
[ordered-list, [288.0, 620.0, 481.0, 18.0], VAnTHJQiJ0, 5749129]
[ordered-list, [288.0, 638.0, 481.0, 18.0], VAnTHJQiJ0, 5749129]
[sidebar, [69.0, 545.0, 212.0, 18.0], 6Z4TJOCVld, 5749129]
[sidebar, [69.0, 563.0, 212.0, 18.0], 6Z4TJOCVld, 5749129]
[sidebar, [69.0, 581.0, 212.0, 18.0], 6Z4TJOCVld, 5749129]
[sidebar, [69.0, 599.0, 212.0, 18.0], 6Z4TJOCVld, 5749129]
[ordered-list, [47.0, 652.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 670.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 688.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 706.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 724.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 742.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 760.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 778.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 796.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 814.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 832.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 850.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 868.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 886.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 904.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 922.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 940.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 958.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[ordered-list, [47.0, 976.0, 728.0, 18.0], eQLWNMf7a8, 5749129]
[sub-ordered-list, [60.0, 694.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 712.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 730.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 748.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 766.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 784.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 802.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 820.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 838.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 856.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 874.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sub-ordered-list, [60.0, 892.0, 705.0, 18.0], a-l8RqDAmh, 5749129]
[sidebar, [44.0, 989.0, 212.0, 18.0], SzWwIYXt1s, 5749129]
[sidebar, [44.0, 1007.0, 212.0, 18.0], SzWwIYXt1s, 5749129]
[sidebar, [44.0, 1025.0, 212.0, 18.0], SzWwIYXt1s, 5749129]
[sidebar, [44.0, 1043.0, 212.0, 18.0], SzWwIYXt1s, 5749129]
[sidebar, [44.0, 1061.0, 212.0, 18.0], SzWwIYXt1s, 5749129]
[ordered-list, [268.0, 1007.0, 498.0, 18.0], wlJ6TD-zk5, 5749129]
[ordered-list, [268.0, 1025.0, 498.0, 18.0], wlJ6TD-zk5, 5749129]
[ordered-list, [268.0, 1043.0, 498.0, 18.0], wlJ6TD-zk5, 5749129]
[ordered-list, [268.0, 1061.0, 498.0, 18.0], wlJ6TD-zk5, 5749129]
[ordered-list, [268.0, 1079.0, 498.0, 18.0], wlJ6TD-zk5, 5749129]
[ordered-list, [268.0, 1097.0, 498.0, 18.0], wlJ6TD-zk5, 5749129]
[ordered-list, [268.0, 1115.0, 498.0, 18.0], wlJ6TD-zk5, 5749129]
[ordered-list, [33.0, 1119.0, 775.0, 18.0], xqG09U-7Id, 5749129]
[ordered-list, [33.0, 1137.0, 775.0, 18.0], xqG09U-7Id, 5749129]
[ordered-list, [33.0, 1155.0, 775.0, 18.0], xqG09U-7Id, 5749129]
[ordered-list, [33.0, 1173.0, 775.0, 18.0], xqG09U-7Id, 5749129]
[ordered-list, [33.0, 1191.0, 775.0, 18.0], xqG09U-7Id, 5749129]
[ordered-list, [33.0, 1209.0, 775.0, 18.0], xqG09U-7Id, 5749129]
[ordered-list, [33.0, 1227.0, 775.0, 18.0], xqG09U-7Id, 5749129]
[paragraph, [47.0, 1153.0, 735.0, 18.0], NXUZE6VE2b, 5749129]
[paragraph, [47.0, 1171.0, 735.0, 18.0], NXUZE6VE2b, 5749129]
[paragraph, [47.0, 1189.0, 735.0, 18.0], NXUZE6VE2b, 5749129]
[paragraph, [47.0, 1207.0, 735.0, 18.0], NXUZE6VE2b, 5749129]
[paragraph, [47.0, 1225.0, 735.0, 18.0], NXUZE6VE2b, 5749129]
[footnote, [510.0, 1262.0, 260.0, 18.0], raCUc9cuG6, 5749129]
