[1372, 849]
[section-title, [349.0, 68.0, 145.0, 30.0], shoonya_1sTTMVX9Y899V5, 5709642]
[paragraph, [68.0, 130.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 148.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 166.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 184.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 202.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 220.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 238.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 256.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 274.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 292.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 310.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 328.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 346.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 364.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 382.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [68.0, 400.0, 726.0, 18.0], shoonya_3sYTKTW5MATJFU, 5709642]
[paragraph, [63.0, 426.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 444.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 462.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 480.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 498.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 516.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 534.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 552.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 570.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 588.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 606.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 624.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 642.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 660.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 678.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 696.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 714.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 732.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 750.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 768.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 786.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 804.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 822.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 840.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 858.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 876.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 894.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 912.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 930.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 948.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 966.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 984.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 1002.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [63.0, 1020.0, 734.0, 18.0], shoonya_0sXL3TEPG48EXX, 5709642]
[paragraph, [58.0, 1045.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1063.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1081.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1099.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1117.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1135.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1153.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1171.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1189.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1207.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1225.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1243.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1261.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1279.0, 744.0, 18.0], K30USd1-4A, 5709642]
[paragraph, [58.0, 1297.0, 744.0, 18.0], K30USd1-4A, 5709642]
