[2200, 1700]
[paragraph, [287.0, 84.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 120.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 156.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 192.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 228.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 264.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 300.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 336.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 372.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 408.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 444.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 480.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 516.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[paragraph, [287.0, 552.0, 1121.0, 36.0], shoonya_1sTF2A6AIFKAIM, 5730604]
[section-title, [306.0, 630.0, 715.0, 52.5], shoonya_2sO1F3AFBTSKSF, 5730604]
[paragraph, [280.0, 699.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 735.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 771.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 807.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 843.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 879.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 915.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 951.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 987.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1023.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1059.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1095.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1131.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1167.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1203.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1239.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1275.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1311.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1347.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1383.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1419.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1455.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1491.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1527.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1563.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1599.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1635.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1671.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1707.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1743.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1779.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1815.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1851.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1887.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[paragraph, [280.0, 1923.0, 1120.0, 36.0], shoonya_0s71CE2VC8ZPQ8, 5730604]
[folio, [921.0, 2053.0, 371.0, 36.0], eETeX75Dys, 5730604]
