[3300, 2550]
[paragraph, [269.0, 269.0, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 321.5, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 374.0, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 426.5, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 479.0, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 531.5, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 584.0, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 636.5, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 689.0, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 741.5, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 794.0, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [269.0, 846.5, 2023.0, 52.5], shoonya_1sSHJETBSO4OYX, 5720213]
[paragraph, [267.0, 978.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1030.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1083.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1135.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1188.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1240.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1293.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1345.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1398.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1450.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1503.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1555.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1608.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1660.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1713.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1765.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1818.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1870.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1923.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 1975.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2028.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2080.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2133.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2185.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2238.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2290.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2343.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2395.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2448.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2500.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2553.0, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [267.0, 2605.5, 2008.0, 52.5], WnDsn5m1p0, 5720213]
[paragraph, [277.0, 2726.0, 1998.0, 52.5], shoYIM6v3n, 5720213]
[paragraph, [277.0, 2778.5, 1998.0, 52.5], shoYIM6v3n, 5720213]
[paragraph, [277.0, 2831.0, 1998.0, 52.5], shoYIM6v3n, 5720213]
