[2338, 1654]
[paragraph, [186.0, 187.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 223.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 259.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 295.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 331.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 367.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 403.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 439.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 475.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 511.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 547.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 583.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 619.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 655.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 691.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 727.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 763.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 799.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 835.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 871.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 907.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 943.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 979.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 1015.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 1051.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 1087.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 1123.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 1159.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 1195.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 1231.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 1267.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [186.0, 1303.0, 1187.0, 36.0], shoonya_1sT8585Z8ZN7XF, 5753289]
[paragraph, [189.0, 1362.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1398.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1434.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1470.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1506.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1542.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1578.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1614.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1650.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1686.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1722.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1758.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1794.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1830.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1866.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1902.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1938.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 1974.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 2010.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
[paragraph, [189.0, 2046.0, 1185.0, 36.0], shoonya_0sXUHFF2EN0MQH, 5753289]
