[3300, 2550]
[paragraph, [423.0, 267.0, 1855.0, 52.5], rQfqlVRQs-, 5720115]
[paragraph, [423.0, 319.5, 1855.0, 52.5], rQfqlVRQs-, 5720115]
[paragraph, [423.0, 372.0, 1855.0, 52.5], rQfqlVRQs-, 5720115]
[paragraph, [423.0, 424.5, 1855.0, 52.5], rQfqlVRQs-, 5720115]
[paragraph, [423.0, 477.0, 1855.0, 52.5], rQfqlVRQs-, 5720115]
[paragraph, [423.0, 529.5, 1855.0, 52.5], rQfqlVRQs-, 5720115]
[paragraph, [396.0, 620.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 672.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 725.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 777.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 830.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 882.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 935.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 987.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1040.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1092.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1145.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1197.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1250.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1302.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1355.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1407.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1460.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1512.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1565.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1617.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1670.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1722.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1775.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1827.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1880.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1932.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 1985.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2037.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2090.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2142.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2195.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2247.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2300.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2352.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2405.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2457.5, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [396.0, 2510.0, 1899.0, 52.5], shoonya_1sH3J50Z3W3SH8, 5720115]
[paragraph, [427.0, 2601.0, 1851.0, 52.5], H6GoIePNbR, 5720115]
[paragraph, [427.0, 2653.5, 1851.0, 52.5], H6GoIePNbR, 5720115]
[paragraph, [427.0, 2706.0, 1851.0, 52.5], H6GoIePNbR, 5720115]
[paragraph, [427.0, 2758.5, 1851.0, 52.5], H6GoIePNbR, 5720115]
[paragraph, [427.0, 2811.0, 1851.0, 52.5], H6GoIePNbR, 5720115]
[paragraph, [427.0, 2863.5, 1851.0, 52.5], H6GoIePNbR, 5720115]
