[1387, 987]
[paragraph, [49.0, 71.0, 839.0, 18.0], shoonya_0sRRV6JQQE5RHV, 5652934]
[paragraph, [49.0, 89.0, 839.0, 18.0], shoonya_0sRRV6JQQE5RHV, 5652934]
[paragraph, [49.0, 107.0, 839.0, 18.0], shoonya_0sRRV6JQQE5RHV, 5652934]
[paragraph, [49.0, 125.0, 839.0, 18.0], shoonya_0sRRV6JQQE5RHV, 5652934]
[paragraph, [49.0, 143.0, 839.0, 18.0], shoonya_0sRRV6JQQE5RHV, 5652934]
[paragraph, [49.0, 161.0, 839.0, 18.0], shoonya_0sRRV6JQQE5RHV, 5652934]
[paragraph, [49.0, 179.0, 839.0, 18.0], shoonya_0sRRV6JQQE5RHV, 5652934]
[paragraph, [39.0, 207.0, 835.0, 18.0], PYVREl0UiV, 5652934]
[paragraph, [39.0, 225.0, 835.0, 18.0], PYVREl0UiV, 5652934]
[paragraph, [39.0, 243.0, 835.0, 18.0], PYVREl0UiV, 5652934]
[paragraph, [39.0, 261.0, 835.0, 18.0], PYVREl0UiV, 5652934]
[paragraph, [44.0, 288.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 306.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 324.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 342.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 360.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 378.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 396.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 414.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 432.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 450.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 468.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 486.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 504.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 522.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 540.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 558.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 576.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 594.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 612.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 630.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 648.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 666.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 684.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 702.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 720.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 738.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 756.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 774.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 792.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 810.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 828.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 846.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 864.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 882.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 900.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 918.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 936.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 954.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 972.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 990.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [44.0, 1008.0, 848.0, 18.0], xeKsqBPmgj, 5652934]
[paragraph, [36.0, 1040.0, 925.0, 18.0], B6y7WRiwJv, 5652934]
[paragraph, [36.0, 1058.0, 925.0, 18.0], B6y7WRiwJv, 5652934]
[paragraph, [36.0, 1076.0, 925.0, 18.0], B6y7WRiwJv, 5652934]
[paragraph, [36.0, 1094.0, 925.0, 18.0], B6y7WRiwJv, 5652934]
[paragraph, [36.0, 1112.0, 925.0, 18.0], B6y7WRiwJv, 5652934]
[paragraph, [36.0, 1130.0, 925.0, 18.0], B6y7WRiwJv, 5652934]
[paragraph, [36.0, 1148.0, 925.0, 18.0], B6y7WRiwJv, 5652934]
