[1650, 1275]
[section-title, [633.0, 173.0, 302.0, 49.5], KKW4s1hQ5V, 6477908]
[paragraph, [86.0, 221.0, 520.0, 36.0], 6Z-l-sqicP, 6477908]
[paragraph, [86.0, 257.0, 520.0, 36.0], 6Z-l-sqicP, 6477908]
[paragraph, [86.0, 293.0, 520.0, 36.0], 6Z-l-sqicP, 6477908]
[paragraph, [86.0, 329.0, 520.0, 36.0], 6Z-l-sqicP, 6477908]
[paragraph, [86.0, 365.0, 520.0, 36.0], 6Z-l-sqicP, 6477908]
[paragraph, [86.0, 401.0, 520.0, 36.0], 6Z-l-sqicP, 6477908]
[paragraph, [86.0, 437.0, 520.0, 36.0], 6Z-l-sqicP, 6477908]
[paragraph, [86.0, 473.0, 520.0, 36.0], 6Z-l-sqicP, 6477908]
[paragraph, [660.0, 226.0, 506.0, 36.0], ntkowMWLZ0, 6477908]
[paragraph, [660.0, 262.0, 506.0, 36.0], ntkowMWLZ0, 6477908]
[paragraph, [660.0, 298.0, 506.0, 36.0], ntkowMWLZ0, 6477908]
[paragraph, [665.0, 354.0, 481.0, 36.0], -Kz4bKTCog, 6477908]
[paragraph, [665.0, 390.0, 481.0, 36.0], -Kz4bKTCog, 6477908]
[paragraph, [661.0, 457.0, 521.0, 36.0], 1BzWbBXpH3, 6477908]
[paragraph, [661.0, 493.0, 521.0, 36.0], 1BzWbBXpH3, 6477908]
[paragraph, [661.0, 529.0, 521.0, 36.0], 1BzWbBXpH3, 6477908]
[paragraph, [661.0, 565.0, 521.0, 36.0], 1BzWbBXpH3, 6477908]
[paragraph, [98.0, 595.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 631.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 667.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 703.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 739.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 775.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 811.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 847.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 883.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 919.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [98.0, 955.0, 501.0, 36.0], shoonya_0sBMBKMAPKTA43, 6477908]
[paragraph, [660.0, 675.0, 518.0, 36.0], 038VJDq8Ev, 6477908]
[paragraph, [660.0, 711.0, 518.0, 36.0], 038VJDq8Ev, 6477908]
[paragraph, [658.0, 766.0, 358.0, 36.0], bjx8i-pFW7, 6477908]
[paragraph, [658.0, 802.0, 358.0, 36.0], bjx8i-pFW7, 6477908]
[paragraph, [658.0, 838.0, 358.0, 36.0], bjx8i-pFW7, 6477908]
[paragraph, [658.0, 874.0, 358.0, 36.0], bjx8i-pFW7, 6477908]
[paragraph, [658.0, 910.0, 358.0, 36.0], bjx8i-pFW7, 6477908]
[paragraph, [661.0, 960.0, 508.0, 36.0], 3GGKjTRo0I, 6477908]
[unordered-list, [656.0, 1030.0, 537.0, 36.0], _k-RfS3dEy, 6477908]
[unordered-list, [656.0, 1066.0, 537.0, 36.0], _k-RfS3dEy, 6477908]
[unordered-list, [656.0, 1102.0, 537.0, 36.0], _k-RfS3dEy, 6477908]
[unordered-list, [656.0, 1138.0, 537.0, 36.0], _k-RfS3dEy, 6477908]
[unordered-list, [656.0, 1174.0, 537.0, 36.0], _k-RfS3dEy, 6477908]
[paragraph, [91.0, 1050.0, 518.0, 36.0], KG2JQm8ywi, 6477908]
[paragraph, [91.0, 1086.0, 518.0, 36.0], KG2JQm8ywi, 6477908]
[paragraph, [91.0, 1122.0, 518.0, 36.0], KG2JQm8ywi, 6477908]
[paragraph, [91.0, 1158.0, 518.0, 36.0], KG2JQm8ywi, 6477908]
[paragraph, [91.0, 1194.0, 518.0, 36.0], KG2JQm8ywi, 6477908]
[paragraph, [91.0, 1230.0, 518.0, 36.0], KG2JQm8ywi, 6477908]
[paragraph, [91.0, 1266.0, 518.0, 36.0], KG2JQm8ywi, 6477908]
[paragraph, [91.0, 1302.0, 518.0, 36.0], KG2JQm8ywi, 6477908]
[paragraph, [91.0, 1338.0, 518.0, 36.0], KG2JQm8ywi, 6477908]
[paragraph, [665.0, 1248.0, 535.0, 36.0], Ut9d8QsCja, 6477908]
[paragraph, [665.0, 1284.0, 535.0, 36.0], Ut9d8QsCja, 6477908]
[paragraph, [665.0, 1320.0, 535.0, 36.0], Ut9d8QsCja, 6477908]
[paragraph, [665.0, 1356.0, 535.0, 36.0], Ut9d8QsCja, 6477908]
