[2339, 1653]
[paragraph, [248.0, 244.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 280.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 316.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 352.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 388.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 424.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 460.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 496.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 532.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 568.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 604.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 640.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 676.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [248.0, 712.0, 1155.0, 36.0], shoonya_1sNON22UEO8BL6, 5687228]
[paragraph, [251.0, 775.0, 1151.0, 36.0], shoonya_2sFEIMXTDF5IV5, 5687228]
[paragraph, [251.0, 811.0, 1151.0, 36.0], shoonya_2sFEIMXTDF5IV5, 5687228]
[paragraph, [251.0, 847.0, 1151.0, 36.0], shoonya_2sFEIMXTDF5IV5, 5687228]
[paragraph, [251.0, 883.0, 1151.0, 36.0], shoonya_2sFEIMXTDF5IV5, 5687228]
[paragraph, [251.0, 919.0, 1151.0, 36.0], shoonya_2sFEIMXTDF5IV5, 5687228]
[paragraph, [251.0, 955.0, 1151.0, 36.0], shoonya_2sFEIMXTDF5IV5, 5687228]
[paragraph, [251.0, 991.0, 1151.0, 36.0], shoonya_2sFEIMXTDF5IV5, 5687228]
[paragraph, [251.0, 1027.0, 1151.0, 36.0], shoonya_2sFEIMXTDF5IV5, 5687228]
[paragraph, [251.0, 1063.0, 1151.0, 36.0], shoonya_2sFEIMXTDF5IV5, 5687228]
[paragraph, [250.0, 1110.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1146.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1182.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1218.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1254.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1290.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1326.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1362.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1398.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1434.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1470.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1506.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1542.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1578.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1614.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [250.0, 1650.0, 1149.0, 36.0], shoonya_0s8J26FRSL60OD, 5687228]
[paragraph, [248.0, 1708.0, 1155.0, 36.0], shoonya_3sL4UZ2SVIRBIW, 5687228]
[paragraph, [248.0, 1744.0, 1155.0, 36.0], shoonya_3sL4UZ2SVIRBIW, 5687228]
[paragraph, [248.0, 1780.0, 1155.0, 36.0], shoonya_3sL4UZ2SVIRBIW, 5687228]
[paragraph, [248.0, 1816.0, 1155.0, 36.0], shoonya_3sL4UZ2SVIRBIW, 5687228]
[paragraph, [248.0, 1852.0, 1155.0, 36.0], shoonya_3sL4UZ2SVIRBIW, 5687228]
[paragraph, [248.0, 1888.0, 1155.0, 36.0], shoonya_3sL4UZ2SVIRBIW, 5687228]
[paragraph, [248.0, 1924.0, 1155.0, 36.0], shoonya_3sL4UZ2SVIRBIW, 5687228]
[paragraph, [248.0, 1980.0, 1156.0, 36.0], shoonya_4s3UO5HLQ0ANRW, 5687228]
[paragraph, [248.0, 2016.0, 1156.0, 36.0], shoonya_4s3UO5HLQ0ANRW, 5687228]
[paragraph, [248.0, 2052.0, 1156.0, 36.0], shoonya_4s3UO5HLQ0ANRW, 5687228]
