[1238, 765]
[headline, [331.0, 76.0, 148.0, 25.5], FVrdxOLbaD, 5770541]
[paragraph, [80.0, 135.0, 305.0, 18.0], CuSQZvI5h7, 5770541]
[paragraph, [80.0, 153.0, 305.0, 18.0], CuSQZvI5h7, 5770541]
[paragraph, [80.0, 171.0, 305.0, 18.0], CuSQZvI5h7, 5770541]
[paragraph, [80.0, 189.0, 305.0, 18.0], CuSQZvI5h7, 5770541]
[paragraph, [80.0, 207.0, 305.0, 18.0], CuSQZvI5h7, 5770541]
[paragraph, [80.0, 225.0, 305.0, 18.0], CuSQZvI5h7, 5770541]
[paragraph, [80.0, 243.0, 305.0, 18.0], CuSQZvI5h7, 5770541]
[paragraph, [80.0, 261.0, 305.0, 18.0], CuSQZvI5h7, 5770541]
[paragraph, [80.0, 279.0, 305.0, 18.0], CuSQZvI5h7, 5770541]
[paragraph, [387.0, 135.0, 303.0, 18.0], WLLsqgR5Ek, 5770541]
[paragraph, [387.0, 153.0, 303.0, 18.0], WLLsqgR5Ek, 5770541]
[paragraph, [387.0, 171.0, 303.0, 18.0], WLLsqgR5Ek, 5770541]
[paragraph, [387.0, 189.0, 303.0, 18.0], WLLsqgR5Ek, 5770541]
[paragraph, [387.0, 207.0, 303.0, 18.0], WLLsqgR5Ek, 5770541]
[paragraph, [387.0, 225.0, 303.0, 18.0], WLLsqgR5Ek, 5770541]
[paragraph, [389.0, 258.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 276.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 294.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 312.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 330.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 348.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 366.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 384.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 402.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 420.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 438.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 456.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 474.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 492.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 510.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 528.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [389.0, 546.0, 299.0, 18.0], IFFTDRk_f1, 5770541]
[paragraph, [76.0, 299.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 317.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 335.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 353.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 371.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 389.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 407.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 425.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 443.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 461.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 479.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 497.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 515.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 533.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 551.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 569.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 587.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 605.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 623.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 641.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 659.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 677.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 695.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 713.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 731.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 749.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 767.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 785.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 803.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 821.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 839.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 857.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 875.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 893.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 911.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 929.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 947.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 965.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 983.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 1001.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 1019.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 1037.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 1055.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 1073.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 1091.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [76.0, 1109.0, 308.0, 18.0], c2UcS4JSGy, 5770541]
[paragraph, [390.0, 574.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 592.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 610.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 628.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 646.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 664.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 682.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 700.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 718.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 736.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [390.0, 754.0, 296.0, 18.0], RmAgURwqMc, 5770541]
[paragraph, [391.0, 779.0, 293.0, 18.0], shoonya_0sD0CCCA3OISRA, 5770541]
[paragraph, [391.0, 797.0, 293.0, 18.0], shoonya_0sD0CCCA3OISRA, 5770541]
[paragraph, [391.0, 815.0, 293.0, 18.0], shoonya_0sD0CCCA3OISRA, 5770541]
[paragraph, [391.0, 833.0, 293.0, 18.0], shoonya_0sD0CCCA3OISRA, 5770541]
[paragraph, [391.0, 851.0, 293.0, 18.0], shoonya_0sD0CCCA3OISRA, 5770541]
[paragraph, [391.0, 869.0, 293.0, 18.0], shoonya_0sD0CCCA3OISRA, 5770541]
[paragraph, [391.0, 887.0, 293.0, 18.0], shoonya_0sD0CCCA3OISRA, 5770541]
[paragraph, [391.0, 905.0, 293.0, 18.0], shoonya_0sD0CCCA3OISRA, 5770541]
[paragraph, [393.0, 923.0, 292.0, 18.0], shoonya_1sQX165W7RYJPB, 5770541]
[paragraph, [393.0, 941.0, 292.0, 18.0], shoonya_1sQX165W7RYJPB, 5770541]
[paragraph, [393.0, 959.0, 292.0, 18.0], shoonya_1sQX165W7RYJPB, 5770541]
[paragraph, [393.0, 977.0, 292.0, 18.0], shoonya_1sQX165W7RYJPB, 5770541]
