[1818, 1374]
[folio, [486.0, 110.0, 397.0, 36.0], xvuVrqjTky, 5681980]
[paragraph, [696.0, 178.0, 568.0, 36.0], shoonya_1sQ1TUS1F9HFTR, 5681980]
[paragraph, [696.0, 214.0, 568.0, 36.0], shoonya_1sQ1TUS1F9HFTR, 5681980]
[paragraph, [696.0, 250.0, 568.0, 36.0], shoonya_1sQ1TUS1F9HFTR, 5681980]
[paragraph, [696.0, 286.0, 568.0, 36.0], shoonya_1sQ1TUS1F9HFTR, 5681980]
[paragraph, [696.0, 322.0, 568.0, 36.0], shoonya_1sQ1TUS1F9HFTR, 5681980]
[paragraph, [115.0, 180.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [115.0, 216.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [115.0, 252.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [115.0, 288.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [115.0, 324.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [115.0, 360.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [115.0, 396.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [115.0, 432.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [115.0, 468.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [115.0, 504.0, 557.0, 36.0], shoonya_2s9HU1S5B7RCXQ, 5681980]
[paragraph, [695.0, 392.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 428.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 464.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 500.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 536.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 572.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 608.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 644.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 680.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 716.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 752.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 788.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 824.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 860.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [695.0, 896.0, 572.0, 36.0], U3zD0gR8-D, 5681980]
[paragraph, [113.0, 566.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 602.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 638.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 674.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 710.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 746.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 782.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 818.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 854.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 890.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 926.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 962.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 998.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1034.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1070.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1106.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1142.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1178.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1214.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1250.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1286.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1322.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1358.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [113.0, 1394.0, 559.0, 36.0], 23gBOsbplf, 5681980]
[paragraph, [699.0, 950.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 986.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1022.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1058.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1094.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1130.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1166.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1202.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1238.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1274.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1310.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1346.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1382.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1418.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1454.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1490.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1526.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1562.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1598.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1634.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [699.0, 1670.0, 567.0, 36.0], shoonya_0sRR5DVE390OOT, 5681980]
[paragraph, [110.0, 1463.0, 568.0, 36.0], Hua0xzaQNd, 5681980]
[paragraph, [110.0, 1499.0, 568.0, 36.0], Hua0xzaQNd, 5681980]
[paragraph, [110.0, 1535.0, 568.0, 36.0], Hua0xzaQNd, 5681980]
[paragraph, [153.0, 1670.0, 524.0, 36.0], XcrIzs28L2, 5681980]
