[3968, 2806]
[headline, [466.0, 349.0, 1881.0, 52.5], shoonya_6sULG4HUD1SW4Q, 5683788]
[headline, [466.0, 401.5, 1881.0, 52.5], shoonya_6sULG4HUD1SW4Q, 5683788]
[headline, [466.0, 454.0, 1881.0, 52.5], shoonya_6sULG4HUD1SW4Q, 5683788]
[headline, [466.0, 506.5, 1881.0, 52.5], shoonya_6sULG4HUD1SW4Q, 5683788]
[figure-caption, [1027.0, 1458.0, 739.0, 52.5], shoonya_10sYDOHDQ9VBZO, 5683788]
[figure-caption, [1027.0, 1510.5, 739.0, 52.5], shoonya_10sYDOHDQ9VBZO, 5683788]
[figure-caption, [1027.0, 1563.0, 739.0, 52.5], shoonya_10sYDOHDQ9VBZO, 5683788]
[figure-caption, [1027.0, 1615.5, 739.0, 52.5], shoonya_10sYDOHDQ9VBZO, 5683788]
[figure-caption, [1027.0, 1668.0, 739.0, 52.5], shoonya_10sYDOHDQ9VBZO, 5683788]
[figure-caption, [1027.0, 1720.5, 739.0, 52.5], shoonya_10sYDOHDQ9VBZO, 5683788]
[figure-caption, [1975.0, 1463.0, 662.0, 52.5], ERJp5tFq2d, 5683788]
[figure-caption, [1975.0, 1515.5, 662.0, 52.5], ERJp5tFq2d, 5683788]
[figure-caption, [1975.0, 1568.0, 662.0, 52.5], ERJp5tFq2d, 5683788]
[figure-caption, [1975.0, 1620.5, 662.0, 52.5], ERJp5tFq2d, 5683788]
[figure-caption, [1975.0, 1673.0, 662.0, 52.5], ERJp5tFq2d, 5683788]
[figure-caption, [1975.0, 1725.5, 662.0, 52.5], ERJp5tFq2d, 5683788]
[figure-caption, [1975.0, 1778.0, 662.0, 52.5], ERJp5tFq2d, 5683788]
[figure-caption, [1975.0, 1830.5, 662.0, 52.5], ERJp5tFq2d, 5683788]
[figure-caption, [136.0, 1471.0, 798.0, 52.5], shoonya_7s7LWYUBIF9SHN, 5683788]
[figure-caption, [136.0, 1523.5, 798.0, 52.5], shoonya_7s7LWYUBIF9SHN, 5683788]
[figure-caption, [136.0, 1576.0, 798.0, 52.5], shoonya_7s7LWYUBIF9SHN, 5683788]
[figure-caption, [136.0, 1628.5, 798.0, 52.5], shoonya_7s7LWYUBIF9SHN, 5683788]
[figure-caption, [136.0, 1681.0, 798.0, 52.5], shoonya_7s7LWYUBIF9SHN, 5683788]
[figure-caption, [136.0, 1733.5, 798.0, 52.5], shoonya_7s7LWYUBIF9SHN, 5683788]
[figure-caption, [133.0, 2899.0, 886.0, 52.5], qjNcl7KB91, 5683788]
[figure-caption, [133.0, 2951.5, 886.0, 52.5], qjNcl7KB91, 5683788]
[figure-caption, [133.0, 3004.0, 886.0, 52.5], qjNcl7KB91, 5683788]
[figure-caption, [133.0, 3056.5, 886.0, 52.5], qjNcl7KB91, 5683788]
[figure-caption, [133.0, 3109.0, 886.0, 52.5], qjNcl7KB91, 5683788]
[figure-caption, [133.0, 3161.5, 886.0, 52.5], qjNcl7KB91, 5683788]
[figure-caption, [133.0, 3214.0, 886.0, 52.5], qjNcl7KB91, 5683788]
[figure-caption, [133.0, 3266.5, 886.0, 52.5], qjNcl7KB91, 5683788]
[figure-caption, [2006.0, 2943.0, 638.0, 52.5], shoonya_5sL0RNWKTE6W2V, 5683788]
[figure-caption, [2006.0, 2995.5, 638.0, 52.5], shoonya_5sL0RNWKTE6W2V, 5683788]
[figure-caption, [2006.0, 3048.0, 638.0, 52.5], shoonya_5sL0RNWKTE6W2V, 5683788]
[figure-caption, [2006.0, 3100.5, 638.0, 52.5], shoonya_5sL0RNWKTE6W2V, 5683788]
[figure-caption, [2006.0, 3153.0, 638.0, 52.5], shoonya_5sL0RNWKTE6W2V, 5683788]
[figure-caption, [2006.0, 3205.5, 638.0, 52.5], shoonya_5sL0RNWKTE6W2V, 5683788]
[figure-caption, [2006.0, 3258.0, 638.0, 52.5], shoonya_5sL0RNWKTE6W2V, 5683788]
[figure-caption, [1070.0, 2944.0, 677.0, 52.5], shoonya_8sQK1A0PP0HD9G, 5683788]
[figure-caption, [1070.0, 2996.5, 677.0, 52.5], shoonya_8sQK1A0PP0HD9G, 5683788]
[figure-caption, [1070.0, 3049.0, 677.0, 52.5], shoonya_8sQK1A0PP0HD9G, 5683788]
[figure-caption, [1070.0, 3101.5, 677.0, 52.5], shoonya_8sQK1A0PP0HD9G, 5683788]
[figure-caption, [1070.0, 3154.0, 677.0, 52.5], shoonya_8sQK1A0PP0HD9G, 5683788]
[figure-caption, [1070.0, 3206.5, 677.0, 52.5], shoonya_8sQK1A0PP0HD9G, 5683788]
[figure-caption, [1070.0, 3259.0, 677.0, 52.5], shoonya_8sQK1A0PP0HD9G, 5683788]
[folio, [313.0, 3667.0, 886.0, 52.5], shoonya_13sGFBD0BYJERR, 5683788]
[folio, [313.0, 3719.5, 886.0, 52.5], shoonya_13sGFBD0BYJERR, 5683788]
