[1008, 612]
[ordered-list, [43.0, 79.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 97.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 115.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 133.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 151.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 169.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 187.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 205.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 223.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 241.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 259.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 277.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 295.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 313.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 331.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 349.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 367.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 385.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 403.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 421.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 439.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 457.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 475.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 493.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 511.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 529.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 547.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 565.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 583.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 601.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 619.0, 522.0, 18.0], JXIB72VO7L, 5717717]
[ordered-list, [43.0, 637.0, 522.0, 18.0], JXIB72VO7L, 5717717]
