[1388, 1004]
[folio, [541.0, 107.0, 381.0, 18.0], evkwiYZ2wa, 6477989]
[section-title, [90.0, 196.0, 617.0, 30.0], NaDd-oSJ87, 6477989]
[ordered-list, [120.0, 276.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 294.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 312.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 330.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 348.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 366.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 384.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 402.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 420.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 438.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 456.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 474.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 492.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 510.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 528.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 546.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 564.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 582.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 600.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 618.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 636.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 654.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 672.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 690.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 708.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 726.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 744.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 762.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 780.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 798.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 816.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 834.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 852.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 870.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 888.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 906.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 924.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 942.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 960.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 978.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 996.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1014.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1032.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1050.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1068.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1086.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1104.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1122.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1140.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1158.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1176.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1194.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1212.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1230.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1248.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1266.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[ordered-list, [120.0, 1284.0, 839.0, 18.0], shoonya_0sRI9YS9XYA85M, 6477989]
[paragraph, [281.0, 371.0, 469.0, 18.0], G8OMQgSpgk, 6477989]
[paragraph, [281.0, 389.0, 469.0, 18.0], G8OMQgSpgk, 6477989]
[paragraph, [281.0, 407.0, 469.0, 18.0], G8OMQgSpgk, 6477989]
[paragraph, [281.0, 425.0, 469.0, 18.0], G8OMQgSpgk, 6477989]
[paragraph, [366.0, 576.0, 430.0, 18.0], AqwBF1UI2x, 6477989]
[paragraph, [366.0, 594.0, 430.0, 18.0], AqwBF1UI2x, 6477989]
[paragraph, [366.0, 612.0, 430.0, 18.0], AqwBF1UI2x, 6477989]
[paragraph, [280.0, 779.0, 460.0, 18.0], DYDihP_vpz, 6477989]
[paragraph, [280.0, 797.0, 460.0, 18.0], DYDihP_vpz, 6477989]
[paragraph, [280.0, 815.0, 460.0, 18.0], DYDihP_vpz, 6477989]
[paragraph, [280.0, 833.0, 460.0, 18.0], DYDihP_vpz, 6477989]
[paragraph, [280.0, 851.0, 460.0, 18.0], DYDihP_vpz, 6477989]
[paragraph, [305.0, 994.0, 576.0, 18.0], dLkgPGn8Fc, 6477989]
[paragraph, [305.0, 1012.0, 576.0, 18.0], dLkgPGn8Fc, 6477989]
[paragraph, [305.0, 1030.0, 576.0, 18.0], dLkgPGn8Fc, 6477989]
[paragraph, [305.0, 1048.0, 576.0, 18.0], dLkgPGn8Fc, 6477989]
[paragraph, [305.0, 1066.0, 576.0, 18.0], dLkgPGn8Fc, 6477989]
[paragraph, [271.0, 1195.0, 519.0, 18.0], nvshWUckKf, 6477989]
[paragraph, [271.0, 1213.0, 519.0, 18.0], nvshWUckKf, 6477989]
[paragraph, [271.0, 1231.0, 519.0, 18.0], nvshWUckKf, 6477989]
[paragraph, [271.0, 1249.0, 519.0, 18.0], nvshWUckKf, 6477989]
