[1601, 1158]
[paragraph, [104.0, 85.0, 586.0, 36.0], shoonya_0sSACW3OLPZ4SV, 5695459]
[paragraph, [104.0, 121.0, 586.0, 36.0], shoonya_0sSACW3OLPZ4SV, 5695459]
[paragraph, [104.0, 157.0, 586.0, 36.0], shoonya_0sSACW3OLPZ4SV, 5695459]
[paragraph, [104.0, 193.0, 586.0, 36.0], shoonya_0sSACW3OLPZ4SV, 5695459]
[paragraph, [104.0, 229.0, 586.0, 36.0], shoonya_0sSACW3OLPZ4SV, 5695459]
[paragraph, [104.0, 265.0, 586.0, 36.0], shoonya_0sSACW3OLPZ4SV, 5695459]
[paragraph, [104.0, 301.0, 586.0, 36.0], shoonya_0sSACW3OLPZ4SV, 5695459]
[paragraph, [104.0, 337.0, 586.0, 36.0], shoonya_0sSACW3OLPZ4SV, 5695459]
[paragraph, [104.0, 373.0, 586.0, 36.0], shoonya_0sSACW3OLPZ4SV, 5695459]
[paragraph, [111.0, 417.0, 577.0, 36.0], pOrEDpPL4B, 5695459]
[paragraph, [111.0, 453.0, 577.0, 36.0], pOrEDpPL4B, 5695459]
[paragraph, [111.0, 489.0, 577.0, 36.0], pOrEDpPL4B, 5695459]
[sidebar, [717.0, 541.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 577.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 613.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 649.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 685.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 721.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 757.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 793.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 829.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 865.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 901.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 937.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 973.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1009.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1045.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1081.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1117.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1153.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1189.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1225.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1261.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1297.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1333.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1369.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[sidebar, [717.0, 1405.0, 321.0, 36.0], 7Nuns8vkuc, 5695459]
[paragraph, [115.0, 547.0, 577.0, 36.0], h9HYZ5f7lj, 5695459]
[paragraph, [115.0, 583.0, 577.0, 36.0], h9HYZ5f7lj, 5695459]
[paragraph, [115.0, 619.0, 577.0, 36.0], h9HYZ5f7lj, 5695459]
[paragraph, [115.0, 655.0, 577.0, 36.0], h9HYZ5f7lj, 5695459]
[paragraph, [115.0, 691.0, 577.0, 36.0], h9HYZ5f7lj, 5695459]
[paragraph, [115.0, 727.0, 577.0, 36.0], h9HYZ5f7lj, 5695459]
[paragraph, [115.0, 763.0, 577.0, 36.0], h9HYZ5f7lj, 5695459]
[paragraph, [115.0, 799.0, 577.0, 36.0], h9HYZ5f7lj, 5695459]
[paragraph, [115.0, 835.0, 577.0, 36.0], h9HYZ5f7lj, 5695459]
[paragraph, [111.0, 870.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 906.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 942.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 978.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1014.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1050.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1086.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1122.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1158.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1194.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1230.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1266.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1302.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[paragraph, [111.0, 1338.0, 577.0, 36.0], Tiuop3gegd, 5695459]
[folio, [502.0, 1474.0, 85.0, 36.0], rfYpKfQnvB, 5695459]
