[1200, 825]
[paragraph, [123.0, 101.0, 567.0, 18.0], shoonya_3sVIVBASVV4ZTA, 5691428]
[paragraph, [123.0, 119.0, 567.0, 18.0], shoonya_3sVIVBASVV4ZTA, 5691428]
[paragraph, [123.0, 137.0, 567.0, 18.0], shoonya_3sVIVBASVV4ZTA, 5691428]
[paragraph, [125.0, 171.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 189.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 207.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 225.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 243.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 261.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 279.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 297.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 315.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 333.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 351.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 369.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 387.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 405.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 423.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 441.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 459.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 477.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 495.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 513.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 531.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 549.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 567.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 585.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 603.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 621.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 639.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [125.0, 657.0, 568.0, 18.0], shoonya_1sGS6Q5WOI0ECI, 5691428]
[paragraph, [122.0, 692.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 710.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 728.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 746.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 764.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 782.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 800.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 818.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 836.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 854.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 872.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 890.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 908.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 926.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 944.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 962.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 980.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 998.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 1016.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 1034.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
[paragraph, [122.0, 1052.0, 576.0, 18.0], shoonya_0s7F1MTBHZ7IIQ, 5691428]
