[1601, 1158]
[headline, [229.0, 88.0, 812.0, 37.5], shoonya_1s4UKRLNDD5PQ4, 5695375]
[paragraph, [167.0, 877.0, 814.0, 36.0], shoonya_2sT3RTRSWS8M4Z, 5695375]
[paragraph, [167.0, 913.0, 814.0, 36.0], shoonya_2sT3RTRSWS8M4Z, 5695375]
[paragraph, [167.0, 949.0, 814.0, 36.0], shoonya_2sT3RTRSWS8M4Z, 5695375]
[paragraph, [167.0, 985.0, 814.0, 36.0], shoonya_2sT3RTRSWS8M4Z, 5695375]
[paragraph, [172.0, 1030.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1066.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1102.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1138.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1174.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1210.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1246.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1282.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1318.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1354.0, 824.0, 36.0], HkN_THCXea, 5695375]
[paragraph, [172.0, 1390.0, 824.0, 36.0], HkN_THCXea, 5695375]
