[1823, 1375]
[dateline, [99.0, 90.0, 230.0, 64.5], MSE-M1jfy9, 5683949]
[folio, [440.0, 96.0, 493.0, 36.0], shoonya_5s2PT6Q2HJID50, 5683949]
[folio, [440.0, 132.0, 493.0, 36.0], shoonya_5s2PT6Q2HJID50, 5683949]
[ordered-list, [691.0, 165.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 201.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 237.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 273.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 309.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 345.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 381.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 417.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 453.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 489.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 525.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 561.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 597.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 633.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 669.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 705.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 741.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 777.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 813.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 849.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 885.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 921.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 957.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 993.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 1029.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 1065.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 1101.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 1137.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 1173.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[ordered-list, [691.0, 1209.0, 578.0, 36.0], shoonya_2sHWBQFNRRVT4U, 5683949]
[paragraph, [106.0, 171.0, 569.0, 36.0], shoonya_3sYESMXBSTGCG2, 5683949]
[paragraph, [106.0, 207.0, 569.0, 36.0], shoonya_3sYESMXBSTGCG2, 5683949]
[paragraph, [106.0, 243.0, 569.0, 36.0], shoonya_3sYESMXBSTGCG2, 5683949]
[paragraph, [106.0, 279.0, 569.0, 36.0], shoonya_3sYESMXBSTGCG2, 5683949]
[paragraph, [106.0, 315.0, 569.0, 36.0], shoonya_3sYESMXBSTGCG2, 5683949]
[paragraph, [105.0, 384.0, 575.0, 36.0], gGYGz1mUiD, 5683949]
[paragraph, [105.0, 420.0, 575.0, 36.0], gGYGz1mUiD, 5683949]
[paragraph, [105.0, 456.0, 575.0, 36.0], gGYGz1mUiD, 5683949]
[paragraph, [105.0, 492.0, 575.0, 36.0], gGYGz1mUiD, 5683949]
[paragraph, [105.0, 528.0, 575.0, 36.0], gGYGz1mUiD, 5683949]
[paragraph, [105.0, 564.0, 575.0, 36.0], gGYGz1mUiD, 5683949]
