[4767, 3325]
[folio, [1745.0, 340.0, 1022.0, 52.5], iklGHVQl54, 5710150]
[folio, [1745.0, 392.5, 1022.0, 52.5], iklGHVQl54, 5710150]
[paragraph, [332.0, 486.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 538.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 591.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 643.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 696.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 748.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 801.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 853.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 906.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 958.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1011.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1063.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1116.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1168.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1221.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1273.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1326.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1378.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1431.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1483.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1536.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1588.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1641.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1693.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1746.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1798.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1851.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1903.5, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
[paragraph, [332.0, 1956.0, 2472.0, 52.5], 0hPx4-rRfc, 5710150]
