[2339, 1654]
[folio, [1297.0, 66.0, 261.0, 36.0], IJkoMfra2b, 5750951]
[paragraph, [121.0, 113.0, 1417.0, 36.0], shoonya_2sZLZUHII58VMS, 5750951]
[paragraph, [121.0, 149.0, 1417.0, 36.0], shoonya_2sZLZUHII58VMS, 5750951]
[paragraph, [121.0, 185.0, 1417.0, 36.0], shoonya_2sZLZUHII58VMS, 5750951]
[paragraph, [113.0, 259.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 295.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 331.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 367.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 403.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 439.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 475.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 511.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 547.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 583.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 619.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 655.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [113.0, 691.0, 1428.0, 36.0], shoonya_0sQH1QAT3E4MNK, 5750951]
[paragraph, [107.0, 779.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 815.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 851.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 887.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 923.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 959.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 995.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 1031.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 1067.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 1103.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 1139.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 1175.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [107.0, 1211.0, 1429.0, 36.0], shoonya_1s3PEGC5EFTW2X, 5750951]
[paragraph, [97.0, 1286.0, 1444.0, 36.0], Dd5yxFuGOP, 5750951]
[paragraph, [97.0, 1322.0, 1444.0, 36.0], Dd5yxFuGOP, 5750951]
[paragraph, [97.0, 1358.0, 1444.0, 36.0], Dd5yxFuGOP, 5750951]
[paragraph, [97.0, 1394.0, 1444.0, 36.0], Dd5yxFuGOP, 5750951]
[paragraph, [97.0, 1430.0, 1444.0, 36.0], Dd5yxFuGOP, 5750951]
[paragraph, [217.0, 1487.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1523.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1559.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1595.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1631.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1667.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1703.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1739.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1775.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1811.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1847.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[paragraph, [217.0, 1883.0, 1181.0, 36.0], hsRWP3LTQn, 5750951]
[reference, [994.0, 1952.0, 374.0, 36.0], shoonya_3sTFAE27N6KOLD, 5750951]
[paragraph, [82.0, 2007.0, 1432.0, 36.0], shoonya_5sXI880AE59E03, 5750951]
[paragraph, [82.0, 2043.0, 1432.0, 36.0], shoonya_5sXI880AE59E03, 5750951]
[paragraph, [82.0, 2079.0, 1432.0, 36.0], shoonya_5sXI880AE59E03, 5750951]
[paragraph, [82.0, 2115.0, 1432.0, 36.0], shoonya_5sXI880AE59E03, 5750951]
[paragraph, [82.0, 2151.0, 1432.0, 36.0], shoonya_5sXI880AE59E03, 5750951]
