[1650, 1275]
[section-title, [532.0, 164.0, 214.0, 49.5], shoonya_13sYQ51BMM84P2, 5719436]
[sub-section-title, [418.0, 302.0, 439.0, 36.0], shoonya_3sEFS0OA2JSJND, 5719436]
[sub-section-title, [418.0, 338.0, 439.0, 36.0], shoonya_3sEFS0OA2JSJND, 5719436]
[sub-section-title, [418.0, 374.0, 439.0, 36.0], shoonya_3sEFS0OA2JSJND, 5719436]
[paragraph, [310.0, 486.0, 660.0, 36.0], e_IZ3MGOdG, 5719436]
[paragraph, [310.0, 522.0, 660.0, 36.0], e_IZ3MGOdG, 5719436]
[placeholder-text, [525.0, 960.0, 552.0, 18.0], 5HrkoYCZ-9, 5719436]
[placeholder-text, [525.0, 978.0, 552.0, 18.0], 5HrkoYCZ-9, 5719436]
[placeholder-text, [525.0, 996.0, 552.0, 18.0], 5HrkoYCZ-9, 5719436]
[placeholder-text, [525.0, 1014.0, 552.0, 18.0], 5HrkoYCZ-9, 5719436]
[placeholder-text, [502.0, 1044.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1062.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1080.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1098.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1116.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1134.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1152.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1170.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1188.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1206.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1224.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1242.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1260.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [502.0, 1278.0, 583.0, 18.0], -Y3IgZYg2A, 5719436]
[placeholder-text, [525.0, 1317.0, 552.0, 18.0], P1tdj4MSU9, 5719436]
[placeholder-text, [525.0, 1335.0, 552.0, 18.0], P1tdj4MSU9, 5719436]
[placeholder-text, [525.0, 1353.0, 552.0, 18.0], P1tdj4MSU9, 5719436]
[placeholder-text, [525.0, 1371.0, 552.0, 18.0], P1tdj4MSU9, 5719436]
[placeholder-text, [525.0, 1389.0, 552.0, 18.0], P1tdj4MSU9, 5719436]
[placeholder-text, [525.0, 1407.0, 552.0, 18.0], P1tdj4MSU9, 5719436]
[placeholder-text, [525.0, 1425.0, 552.0, 18.0], P1tdj4MSU9, 5719436]
