[1725, 1313]
[headline, [240.0, 145.0, 824.0, 37.5], shoonya_2sZD2BZQV2N1QO, 5771869]
[headline, [240.0, 182.5, 824.0, 37.5], shoonya_2sZD2BZQV2N1QO, 5771869]
[headline, [240.0, 220.0, 824.0, 37.5], shoonya_2sZD2BZQV2N1QO, 5771869]
[headline, [240.0, 257.5, 824.0, 37.5], shoonya_2sZD2BZQV2N1QO, 5771869]
[paragraph, [676.0, 355.0, 498.0, 36.0], shoonya_5sY195JON9MKI9, 5771869]
[paragraph, [676.0, 391.0, 498.0, 36.0], shoonya_5sY195JON9MKI9, 5771869]
[paragraph, [676.0, 427.0, 498.0, 36.0], shoonya_5sY195JON9MKI9, 5771869]
[paragraph, [676.0, 463.0, 498.0, 36.0], shoonya_5sY195JON9MKI9, 5771869]
[paragraph, [676.0, 499.0, 498.0, 36.0], shoonya_5sY195JON9MKI9, 5771869]
[paragraph, [676.0, 535.0, 498.0, 36.0], shoonya_5sY195JON9MKI9, 5771869]
[paragraph, [676.0, 571.0, 498.0, 36.0], shoonya_5sY195JON9MKI9, 5771869]
[paragraph, [127.0, 357.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 393.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 429.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 465.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 501.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 537.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 573.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 609.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 645.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 681.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 717.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 753.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [127.0, 789.0, 531.0, 36.0], shoonya_3s9ACXYWE5NYVI, 5771869]
[paragraph, [663.0, 657.0, 523.0, 36.0], shoonya_4sNQXFLDA5HWH2, 5771869]
[paragraph, [663.0, 729.0, 530.0, 36.0], shoonya_1s5082G5467SIS, 5771869]
[paragraph, [663.0, 765.0, 530.0, 36.0], shoonya_1s5082G5467SIS, 5771869]
[paragraph, [663.0, 801.0, 530.0, 36.0], shoonya_1s5082G5467SIS, 5771869]
[paragraph, [663.0, 837.0, 530.0, 36.0], shoonya_1s5082G5467SIS, 5771869]
[paragraph, [127.0, 835.0, 538.0, 36.0], shoonya_8sNJOCCULL1856, 5771869]
[paragraph, [127.0, 871.0, 538.0, 36.0], shoonya_8sNJOCCULL1856, 5771869]
[paragraph, [127.0, 907.0, 538.0, 36.0], shoonya_8sNJOCCULL1856, 5771869]
[paragraph, [127.0, 943.0, 538.0, 36.0], shoonya_8sNJOCCULL1856, 5771869]
[paragraph, [127.0, 979.0, 538.0, 36.0], shoonya_8sNJOCCULL1856, 5771869]
[paragraph, [127.0, 1037.0, 544.0, 36.0], shoonya_10s6GPC8YVPYVC, 5771869]
[paragraph, [127.0, 1073.0, 544.0, 36.0], shoonya_10s6GPC8YVPYVC, 5771869]
[paragraph, [127.0, 1109.0, 544.0, 36.0], shoonya_10s6GPC8YVPYVC, 5771869]
[paragraph, [127.0, 1145.0, 544.0, 36.0], shoonya_10s6GPC8YVPYVC, 5771869]
[paragraph, [127.0, 1181.0, 544.0, 36.0], shoonya_10s6GPC8YVPYVC, 5771869]
[paragraph, [127.0, 1217.0, 544.0, 36.0], shoonya_10s6GPC8YVPYVC, 5771869]
[paragraph, [127.0, 1253.0, 544.0, 36.0], shoonya_10s6GPC8YVPYVC, 5771869]
[paragraph, [127.0, 1289.0, 544.0, 36.0], shoonya_10s6GPC8YVPYVC, 5771869]
[figure-caption, [228.0, 1325.0, 324.0, 36.0], 6pB63M_bWz, 5771869]
[folio, [576.0, 1568.0, 150.0, 36.0], shoonya_13s5ISQHB2Z0PU, 5771869]
[folio, [62.0, 1677.0, 316.0, 36.0], shoonya_11sKJ2IAJSD27O, 5771869]
