[1755, 1241]
[author, [220.0, 70.0, 212.0, 36.0], 6So0wGvn89, 5759690]
[paragraph, [217.0, 119.0, 822.0, 36.0], shoonya_4sR0OH6U73R8Q4, 5759690]
[paragraph, [217.0, 155.0, 822.0, 36.0], shoonya_4sR0OH6U73R8Q4, 5759690]
[paragraph, [217.0, 191.0, 822.0, 36.0], shoonya_4sR0OH6U73R8Q4, 5759690]
[paragraph, [217.0, 227.0, 822.0, 36.0], shoonya_4sR0OH6U73R8Q4, 5759690]
[paragraph, [224.0, 315.0, 816.0, 36.0], shoonya_2sQ6SVF98ODW6J, 5759690]
[paragraph, [224.0, 351.0, 816.0, 36.0], shoonya_2sQ6SVF98ODW6J, 5759690]
[paragraph, [224.0, 387.0, 816.0, 36.0], shoonya_2sQ6SVF98ODW6J, 5759690]
[paragraph, [224.0, 423.0, 816.0, 36.0], shoonya_2sQ6SVF98ODW6J, 5759690]
[paragraph, [224.0, 459.0, 816.0, 36.0], shoonya_2sQ6SVF98ODW6J, 5759690]
[paragraph, [223.0, 522.0, 818.0, 36.0], GEtNd4crF7, 5759690]
[paragraph, [223.0, 558.0, 818.0, 36.0], GEtNd4crF7, 5759690]
[paragraph, [223.0, 594.0, 818.0, 36.0], GEtNd4crF7, 5759690]
[paragraph, [223.0, 630.0, 818.0, 36.0], GEtNd4crF7, 5759690]
[paragraph, [223.0, 666.0, 818.0, 36.0], GEtNd4crF7, 5759690]
[paragraph, [223.0, 702.0, 818.0, 36.0], GEtNd4crF7, 5759690]
[paragraph, [223.0, 738.0, 818.0, 36.0], GEtNd4crF7, 5759690]
[paragraph, [223.0, 774.0, 818.0, 36.0], GEtNd4crF7, 5759690]
[paragraph, [222.0, 831.0, 821.0, 36.0], A1l9BUJVrY, 5759690]
[paragraph, [222.0, 867.0, 821.0, 36.0], A1l9BUJVrY, 5759690]
[paragraph, [222.0, 903.0, 821.0, 36.0], A1l9BUJVrY, 5759690]
[paragraph, [220.0, 951.0, 824.0, 36.0], 8j3GxOrG8y, 5759690]
[paragraph, [220.0, 987.0, 824.0, 36.0], 8j3GxOrG8y, 5759690]
[paragraph, [220.0, 1023.0, 824.0, 36.0], 8j3GxOrG8y, 5759690]
[paragraph, [220.0, 1059.0, 824.0, 36.0], 8j3GxOrG8y, 5759690]
[paragraph, [220.0, 1095.0, 824.0, 36.0], 8j3GxOrG8y, 5759690]
[paragraph, [220.0, 1131.0, 824.0, 36.0], 8j3GxOrG8y, 5759690]
[paragraph, [220.0, 1167.0, 824.0, 36.0], 8j3GxOrG8y, 5759690]
[paragraph, [217.0, 1269.0, 813.0, 36.0], TtEIyAVU2u, 5759690]
[paragraph, [217.0, 1305.0, 813.0, 36.0], TtEIyAVU2u, 5759690]
[paragraph, [217.0, 1341.0, 813.0, 36.0], TtEIyAVU2u, 5759690]
[paragraph, [217.0, 1377.0, 813.0, 36.0], TtEIyAVU2u, 5759690]
[paragraph, [217.0, 1413.0, 813.0, 36.0], TtEIyAVU2u, 5759690]
[paragraph, [218.0, 1468.0, 813.0, 36.0], shoonya_1s2RWAPO2O7GD2, 5759690]
[paragraph, [218.0, 1504.0, 813.0, 36.0], shoonya_1s2RWAPO2O7GD2, 5759690]
[paragraph, [218.0, 1540.0, 813.0, 36.0], shoonya_1s2RWAPO2O7GD2, 5759690]
[paragraph, [218.0, 1576.0, 813.0, 36.0], shoonya_1s2RWAPO2O7GD2, 5759690]
[paragraph, [218.0, 1612.0, 813.0, 36.0], shoonya_1s2RWAPO2O7GD2, 5759690]
