[1263, 873]
[chapter-title, [375.0, 54.0, 215.0, 30.0], shoonya_8sN7BYPMWDQ2PG, 5776056]
[paragraph, [169.0, 93.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 111.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 129.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 147.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 165.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 183.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 201.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 219.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 237.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 255.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 273.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 291.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 309.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [169.0, 327.0, 630.0, 18.0], shoonya_0sN2TUONVF8XFK, 5776056]
[paragraph, [170.0, 344.0, 630.0, 18.0], shoonya_3sXSTTT2DWKSVO, 5776056]
[paragraph, [170.0, 362.0, 630.0, 18.0], shoonya_3sXSTTT2DWKSVO, 5776056]
[paragraph, [170.0, 380.0, 630.0, 18.0], shoonya_3sXSTTT2DWKSVO, 5776056]
[paragraph, [170.0, 398.0, 630.0, 18.0], shoonya_3sXSTTT2DWKSVO, 5776056]
[paragraph, [170.0, 416.0, 630.0, 18.0], shoonya_3sXSTTT2DWKSVO, 5776056]
[paragraph, [170.0, 443.0, 628.0, 18.0], shoonya_5sW2281GEL4K1U, 5776056]
[paragraph, [170.0, 461.0, 628.0, 18.0], shoonya_5sW2281GEL4K1U, 5776056]
[paragraph, [170.0, 479.0, 628.0, 18.0], shoonya_5sW2281GEL4K1U, 5776056]
[paragraph, [170.0, 497.0, 628.0, 18.0], shoonya_5sW2281GEL4K1U, 5776056]
[paragraph, [171.0, 520.0, 627.0, 18.0], shoonya_7sV134N3PSQLYI, 5776056]
[paragraph, [171.0, 538.0, 627.0, 18.0], shoonya_7sV134N3PSQLYI, 5776056]
[paragraph, [171.0, 556.0, 627.0, 18.0], shoonya_7sV134N3PSQLYI, 5776056]
[paragraph, [171.0, 574.0, 627.0, 18.0], shoonya_7sV134N3PSQLYI, 5776056]
[paragraph, [171.0, 592.0, 627.0, 18.0], shoonya_7sV134N3PSQLYI, 5776056]
[paragraph, [172.0, 621.0, 627.0, 18.0], shoonya_6sO9I38MZJTGDD, 5776056]
[paragraph, [172.0, 639.0, 627.0, 18.0], shoonya_6sO9I38MZJTGDD, 5776056]
[paragraph, [172.0, 657.0, 627.0, 18.0], shoonya_6sO9I38MZJTGDD, 5776056]
[paragraph, [172.0, 675.0, 627.0, 18.0], shoonya_6sO9I38MZJTGDD, 5776056]
[paragraph, [172.0, 695.0, 628.0, 18.0], shoonya_2sY9MNU8RQ2KK5, 5776056]
[paragraph, [172.0, 713.0, 628.0, 18.0], shoonya_2sY9MNU8RQ2KK5, 5776056]
[paragraph, [172.0, 731.0, 628.0, 18.0], shoonya_2sY9MNU8RQ2KK5, 5776056]
[paragraph, [172.0, 749.0, 628.0, 18.0], shoonya_2sY9MNU8RQ2KK5, 5776056]
[paragraph, [174.0, 771.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 789.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 807.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 825.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 843.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 861.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 879.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 897.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 915.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 933.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [174.0, 951.0, 627.0, 18.0], shoonya_1s8U3E5ZMVBGGQ, 5776056]
[paragraph, [175.0, 970.0, 629.0, 18.0], shoonya_4sF8SKV7P2CF0N, 5776056]
[paragraph, [175.0, 988.0, 629.0, 18.0], shoonya_4sF8SKV7P2CF0N, 5776056]
[paragraph, [175.0, 1006.0, 629.0, 18.0], shoonya_4sF8SKV7P2CF0N, 5776056]
[paragraph, [175.0, 1024.0, 629.0, 18.0], shoonya_4sF8SKV7P2CF0N, 5776056]
[paragraph, [175.0, 1042.0, 629.0, 18.0], shoonya_4sF8SKV7P2CF0N, 5776056]
[paragraph, [175.0, 1060.0, 629.0, 18.0], shoonya_4sF8SKV7P2CF0N, 5776056]
[paragraph, [175.0, 1078.0, 629.0, 18.0], shoonya_4sF8SKV7P2CF0N, 5776056]
