[2339, 1656]
[paragraph, [109.0, 105.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 141.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 177.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 213.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 249.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 285.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 321.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 357.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 393.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 429.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 465.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 501.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 537.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 573.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 609.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 645.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 681.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 717.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 753.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 789.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 825.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 861.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 897.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 933.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 969.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1005.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1041.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1077.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1113.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1149.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1185.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1221.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1257.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1293.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1329.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1365.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1401.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1437.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1473.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1509.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1545.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1581.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1617.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1653.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1689.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1725.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1761.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1797.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1833.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1869.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1905.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1941.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 1977.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 2013.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 2049.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 2085.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [109.0, 2121.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [867.0, 111.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 147.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 183.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 219.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 255.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 291.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 327.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 363.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 399.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 435.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 471.0, 709.0, 36.0], shoonya_0sQ32MWAK4PLD6, 5749677]
[paragraph, [867.0, 540.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 576.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 612.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
