[3509, 2480]
[paragraph, [355.0, 382.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 434.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 487.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 539.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 592.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 644.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 697.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 749.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 802.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 854.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 907.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 959.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1012.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1064.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1117.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1169.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1222.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1274.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1327.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1379.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1432.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1484.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1537.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1589.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1642.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1694.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1747.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1799.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1852.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1904.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 1957.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2009.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2062.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2114.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2167.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2219.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2272.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2324.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2377.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2429.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2482.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2534.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2587.0, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[paragraph, [355.0, 2639.5, 1776.0, 52.5], shoonya_0sL08D95PKOZWS, 5724295]
[footnote, [359.0, 2761.0, 1776.0, 52.5], QZEBw6xOL8, 5724295]
[footnote, [359.0, 2813.5, 1776.0, 52.5], QZEBw6xOL8, 5724295]
[footnote, [359.0, 2866.0, 1776.0, 52.5], QZEBw6xOL8, 5724295]
[footnote, [359.0, 2918.5, 1776.0, 52.5], QZEBw6xOL8, 5724295]
[footnote, [359.0, 2971.0, 1776.0, 52.5], QZEBw6xOL8, 5724295]
[footnote, [359.0, 3023.5, 1776.0, 52.5], QZEBw6xOL8, 5724295]
[footnote, [359.0, 3076.0, 1776.0, 52.5], QZEBw6xOL8, 5724295]
