[1755, 1240]
[section-title, [492.0, 71.0, 308.0, 49.5], 0Uw6c7QD1j, 6475948]
[sub-section-title, [292.0, 192.0, 721.0, 36.0], iYE4tyfT4b, 6475948]
[sub-section-title, [292.0, 228.0, 721.0, 36.0], iYE4tyfT4b, 6475948]
[ordered-list, [150.0, 305.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 341.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 377.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 413.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 449.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 485.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 521.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 557.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 593.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 629.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 665.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 701.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 737.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 773.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 809.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 845.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 881.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 917.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 953.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 989.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1025.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1061.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1097.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1133.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1169.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1205.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1241.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1277.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1313.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1349.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1385.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1421.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1457.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1493.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1529.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1565.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1601.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
[ordered-list, [150.0, 1637.0, 1012.0, 36.0], F9kN39vnKW, 6475948]
