[2067, 1567]
[folio, [1042.0, 191.0, 326.0, 36.0], jMruw_md5T, 5735538]
[folio, [187.0, 195.0, 142.0, 36.0], hUbYSK1SVN, 5735538]
[paragraph, [792.0, 251.0, 580.0, 36.0], shoonya_6sFUUROWTF0U1L, 5735538]
[paragraph, [792.0, 287.0, 580.0, 36.0], shoonya_6sFUUROWTF0U1L, 5735538]
[paragraph, [190.0, 252.0, 582.0, 36.0], shoonya_7sZLEP2WIJQN9F, 5735538]
[paragraph, [190.0, 288.0, 582.0, 36.0], shoonya_7sZLEP2WIJQN9F, 5735538]
[paragraph, [190.0, 324.0, 582.0, 36.0], shoonya_7sZLEP2WIJQN9F, 5735538]
[paragraph, [790.0, 340.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 376.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 412.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 448.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 484.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 520.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 556.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 592.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 628.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 664.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 700.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 736.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 772.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [790.0, 808.0, 583.0, 36.0], shoonya_2sC8U084UH3G6H, 5735538]
[paragraph, [192.0, 383.0, 580.0, 36.0], shoonya_4sFOZNKWF82NGX, 5735538]
[paragraph, [192.0, 419.0, 580.0, 36.0], shoonya_4sFOZNKWF82NGX, 5735538]
[paragraph, [192.0, 455.0, 580.0, 36.0], shoonya_4sFOZNKWF82NGX, 5735538]
[paragraph, [192.0, 491.0, 580.0, 36.0], shoonya_4sFOZNKWF82NGX, 5735538]
[paragraph, [192.0, 527.0, 580.0, 36.0], shoonya_4sFOZNKWF82NGX, 5735538]
[paragraph, [192.0, 563.0, 580.0, 36.0], shoonya_4sFOZNKWF82NGX, 5735538]
[paragraph, [192.0, 599.0, 580.0, 36.0], shoonya_4sFOZNKWF82NGX, 5735538]
[paragraph, [191.0, 650.0, 579.0, 36.0], shoonya_12sIJNQAMWAZXM, 5735538]
[paragraph, [191.0, 686.0, 579.0, 36.0], shoonya_12sIJNQAMWAZXM, 5735538]
[paragraph, [191.0, 722.0, 579.0, 36.0], shoonya_12sIJNQAMWAZXM, 5735538]
[paragraph, [191.0, 758.0, 579.0, 36.0], shoonya_12sIJNQAMWAZXM, 5735538]
[paragraph, [191.0, 794.0, 579.0, 36.0], shoonya_12sIJNQAMWAZXM, 5735538]
[paragraph, [191.0, 830.0, 579.0, 36.0], shoonya_12sIJNQAMWAZXM, 5735538]
[paragraph, [191.0, 866.0, 579.0, 36.0], shoonya_12sIJNQAMWAZXM, 5735538]
[paragraph, [191.0, 902.0, 579.0, 36.0], shoonya_12sIJNQAMWAZXM, 5735538]
[paragraph, [191.0, 938.0, 579.0, 36.0], shoonya_12sIJNQAMWAZXM, 5735538]
[paragraph, [792.0, 873.0, 578.0, 36.0], shoonya_0s4OOQE5IIWPFS, 5735538]
[paragraph, [792.0, 909.0, 578.0, 36.0], shoonya_0s4OOQE5IIWPFS, 5735538]
[paragraph, [792.0, 945.0, 578.0, 36.0], shoonya_0s4OOQE5IIWPFS, 5735538]
[paragraph, [792.0, 981.0, 578.0, 36.0], shoonya_0s4OOQE5IIWPFS, 5735538]
[paragraph, [792.0, 1017.0, 578.0, 36.0], shoonya_0s4OOQE5IIWPFS, 5735538]
[paragraph, [792.0, 1053.0, 578.0, 36.0], shoonya_0s4OOQE5IIWPFS, 5735538]
[paragraph, [792.0, 1089.0, 578.0, 36.0], shoonya_0s4OOQE5IIWPFS, 5735538]
[paragraph, [792.0, 1125.0, 578.0, 36.0], shoonya_0s4OOQE5IIWPFS, 5735538]
[paragraph, [792.0, 1161.0, 578.0, 36.0], shoonya_0s4OOQE5IIWPFS, 5735538]
[paragraph, [194.0, 1007.0, 577.0, 36.0], shoonya_1s85KPD80DQTIB, 5735538]
[paragraph, [194.0, 1043.0, 577.0, 36.0], shoonya_1s85KPD80DQTIB, 5735538]
[paragraph, [194.0, 1079.0, 577.0, 36.0], shoonya_1s85KPD80DQTIB, 5735538]
[paragraph, [194.0, 1115.0, 577.0, 36.0], shoonya_1s85KPD80DQTIB, 5735538]
[paragraph, [194.0, 1151.0, 577.0, 36.0], shoonya_1s85KPD80DQTIB, 5735538]
[paragraph, [194.0, 1187.0, 577.0, 36.0], shoonya_1s85KPD80DQTIB, 5735538]
[paragraph, [194.0, 1223.0, 577.0, 36.0], shoonya_1s85KPD80DQTIB, 5735538]
[sidebar, [1410.0, 1080.0, 137.0, 36.0], shoonya_16sP3MTIQBX2EC, 5735538]
[paragraph, [793.0, 1227.0, 580.0, 36.0], shoonya_3s1MRNGZYEJUS0, 5735538]
[paragraph, [793.0, 1263.0, 580.0, 36.0], shoonya_3s1MRNGZYEJUS0, 5735538]
[paragraph, [793.0, 1299.0, 580.0, 36.0], shoonya_3s1MRNGZYEJUS0, 5735538]
[paragraph, [189.0, 1278.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
