[2094, 1567]
[author, [38.0, 11.0, 424.0, 36.0], shoonya_12sCPJ1Y0KNCYA, 5712601]
[paragraph, [26.0, 98.0, 732.0, 36.0], shoonya_4sPQ4IYPFVKKXW, 5712601]
[paragraph, [26.0, 134.0, 732.0, 36.0], shoonya_4sPQ4IYPFVKKXW, 5712601]
[paragraph, [26.0, 170.0, 732.0, 36.0], shoonya_4sPQ4IYPFVKKXW, 5712601]
[paragraph, [26.0, 206.0, 732.0, 36.0], shoonya_4sPQ4IYPFVKKXW, 5712601]
[paragraph, [26.0, 242.0, 732.0, 36.0], shoonya_4sPQ4IYPFVKKXW, 5712601]
[paragraph, [26.0, 278.0, 732.0, 36.0], shoonya_4sPQ4IYPFVKKXW, 5712601]
[paragraph, [26.0, 314.0, 732.0, 36.0], shoonya_4sPQ4IYPFVKKXW, 5712601]
[paragraph, [26.0, 350.0, 732.0, 36.0], shoonya_4sPQ4IYPFVKKXW, 5712601]
[paragraph, [762.0, 103.0, 719.0, 36.0], shoonya_3sJ2447V55RY18, 5712601]
[paragraph, [762.0, 139.0, 719.0, 36.0], shoonya_3sJ2447V55RY18, 5712601]
[paragraph, [762.0, 175.0, 719.0, 36.0], shoonya_3sJ2447V55RY18, 5712601]
[paragraph, [762.0, 211.0, 719.0, 36.0], shoonya_3sJ2447V55RY18, 5712601]
[paragraph, [762.0, 247.0, 719.0, 36.0], shoonya_3sJ2447V55RY18, 5712601]
[paragraph, [762.0, 283.0, 719.0, 36.0], shoonya_3sJ2447V55RY18, 5712601]
[paragraph, [762.0, 319.0, 719.0, 36.0], shoonya_3sJ2447V55RY18, 5712601]
[paragraph, [762.0, 355.0, 719.0, 36.0], shoonya_3sJ2447V55RY18, 5712601]
[paragraph, [761.0, 411.0, 721.0, 36.0], shoonya_5s0MUZI7RJXLMY, 5712601]
[paragraph, [761.0, 447.0, 721.0, 36.0], shoonya_5s0MUZI7RJXLMY, 5712601]
[paragraph, [761.0, 483.0, 721.0, 36.0], shoonya_5s0MUZI7RJXLMY, 5712601]
[paragraph, [761.0, 519.0, 721.0, 36.0], shoonya_5s0MUZI7RJXLMY, 5712601]
[paragraph, [761.0, 555.0, 721.0, 36.0], shoonya_5s0MUZI7RJXLMY, 5712601]
[paragraph, [761.0, 591.0, 721.0, 36.0], shoonya_5s0MUZI7RJXLMY, 5712601]
[paragraph, [761.0, 627.0, 721.0, 36.0], shoonya_5s0MUZI7RJXLMY, 5712601]
[paragraph, [27.0, 457.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 493.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 529.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 565.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 601.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 637.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 673.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 709.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 745.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 781.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [27.0, 817.0, 725.0, 36.0], shoonya_2sZZQHQV9GMLVV, 5712601]
[paragraph, [764.0, 691.0, 706.0, 36.0], shoonya_9sLXJEPLCE0JLF, 5712601]
[paragraph, [764.0, 727.0, 706.0, 36.0], shoonya_9sLXJEPLCE0JLF, 5712601]
[paragraph, [764.0, 763.0, 706.0, 36.0], shoonya_9sLXJEPLCE0JLF, 5712601]
[paragraph, [764.0, 799.0, 706.0, 36.0], shoonya_9sLXJEPLCE0JLF, 5712601]
[paragraph, [764.0, 835.0, 706.0, 36.0], shoonya_9sLXJEPLCE0JLF, 5712601]
[paragraph, [24.0, 860.0, 730.0, 36.0], shoonya_1sN8662BA6TE2K, 5712601]
[paragraph, [24.0, 896.0, 730.0, 36.0], shoonya_1sN8662BA6TE2K, 5712601]
[paragraph, [24.0, 932.0, 730.0, 36.0], shoonya_1sN8662BA6TE2K, 5712601]
[paragraph, [24.0, 968.0, 730.0, 36.0], shoonya_1sN8662BA6TE2K, 5712601]
[paragraph, [24.0, 1004.0, 730.0, 36.0], shoonya_1sN8662BA6TE2K, 5712601]
[paragraph, [24.0, 1040.0, 730.0, 36.0], shoonya_1sN8662BA6TE2K, 5712601]
[paragraph, [24.0, 1076.0, 730.0, 36.0], shoonya_1sN8662BA6TE2K, 5712601]
[paragraph, [24.0, 1112.0, 730.0, 36.0], shoonya_1sN8662BA6TE2K, 5712601]
[paragraph, [24.0, 1148.0, 730.0, 36.0], shoonya_1sN8662BA6TE2K, 5712601]
[paragraph, [753.0, 889.0, 732.0, 36.0], shoonya_7sXRED0W6J9I90, 5712601]
[paragraph, [753.0, 925.0, 732.0, 36.0], shoonya_7sXRED0W6J9I90, 5712601]
[paragraph, [753.0, 961.0, 732.0, 36.0], shoonya_7sXRED0W6J9I90, 5712601]
[paragraph, [749.0, 1026.0, 726.0, 36.0], KlZYMW-32m, 5712601]
[paragraph, [749.0, 1062.0, 726.0, 36.0], KlZYMW-32m, 5712601]
[paragraph, [749.0, 1098.0, 726.0, 36.0], KlZYMW-32m, 5712601]
[paragraph, [749.0, 1134.0, 726.0, 36.0], KlZYMW-32m, 5712601]
[paragraph, [26.0, 1203.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1239.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1275.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1311.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1347.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1383.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1419.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1455.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1491.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1527.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[paragraph, [26.0, 1563.0, 709.0, 36.0], shoonya_0sVCYMJTEP3AEM, 5712601]
[sidebar, [756.0, 1206.0, 729.0, 36.0], Mr7RUTAJcB, 5712601]
[sidebar, [756.0, 1242.0, 729.0, 36.0], Mr7RUTAJcB, 5712601]
[sidebar, [756.0, 1278.0, 729.0, 36.0], Mr7RUTAJcB, 5712601]
[jumpline, [760.0, 1336.0, 175.0, 36.0], Iet5KXUzuH, 5712601]
[paragraph, [748.0, 1384.0, 721.0, 36.0], Ce-QtfRL_J, 5712601]
[paragraph, [758.0, 1455.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1491.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
