[1736, 1323]
[headline, [341.0, 158.0, 659.0, 37.5], shoonya_3sJ0GPENNKQ2UE, 5771432]
[author, [880.0, 227.0, 310.0, 36.0], shoonya_15s5HUHT7NY7NS, 5771432]
[paragraph, [139.0, 296.0, 513.0, 36.0], shoonya_5sN33BHFN03I9M, 5771432]
[paragraph, [139.0, 332.0, 513.0, 36.0], shoonya_5sN33BHFN03I9M, 5771432]
[paragraph, [139.0, 368.0, 513.0, 36.0], shoonya_5sN33BHFN03I9M, 5771432]
[paragraph, [139.0, 404.0, 513.0, 36.0], shoonya_5sN33BHFN03I9M, 5771432]
[paragraph, [668.0, 303.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 339.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 375.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 411.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 447.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 483.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 519.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 555.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 591.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 627.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 663.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 699.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [668.0, 735.0, 506.0, 36.0], shoonya_6sELPHWCFAS9UU, 5771432]
[paragraph, [139.0, 466.0, 513.0, 36.0], shoonya_0sMVZ0A7T04W6I, 5771432]
[paragraph, [139.0, 502.0, 513.0, 36.0], shoonya_0sMVZ0A7T04W6I, 5771432]
[paragraph, [139.0, 538.0, 513.0, 36.0], shoonya_0sMVZ0A7T04W6I, 5771432]
[paragraph, [139.0, 574.0, 513.0, 36.0], shoonya_0sMVZ0A7T04W6I, 5771432]
[paragraph, [139.0, 610.0, 513.0, 36.0], shoonya_0sMVZ0A7T04W6I, 5771432]
[paragraph, [139.0, 646.0, 513.0, 36.0], shoonya_0sMVZ0A7T04W6I, 5771432]
[paragraph, [139.0, 682.0, 513.0, 36.0], shoonya_0sMVZ0A7T04W6I, 5771432]
[paragraph, [139.0, 718.0, 513.0, 36.0], shoonya_0sMVZ0A7T04W6I, 5771432]
[paragraph, [668.0, 814.0, 460.0, 36.0], shoonya_8sRS4BWMNF1C2Q, 5771432]
[paragraph, [127.0, 824.0, 526.0, 36.0], shoonya_2sLTK0RAR9B3SB, 5771432]
[paragraph, [127.0, 860.0, 526.0, 36.0], shoonya_2sLTK0RAR9B3SB, 5771432]
[paragraph, [127.0, 896.0, 526.0, 36.0], shoonya_2sLTK0RAR9B3SB, 5771432]
[paragraph, [127.0, 932.0, 526.0, 36.0], shoonya_2sLTK0RAR9B3SB, 5771432]
[paragraph, [127.0, 968.0, 526.0, 36.0], shoonya_2sLTK0RAR9B3SB, 5771432]
[paragraph, [664.0, 855.0, 536.0, 36.0], shoonya_4sN15WYYBRQS58, 5771432]
[paragraph, [664.0, 891.0, 536.0, 36.0], shoonya_4sN15WYYBRQS58, 5771432]
[paragraph, [664.0, 927.0, 536.0, 36.0], shoonya_4sN15WYYBRQS58, 5771432]
[paragraph, [664.0, 963.0, 536.0, 36.0], shoonya_4sN15WYYBRQS58, 5771432]
[paragraph, [663.0, 1009.0, 539.0, 36.0], shoonya_1sG5S3EWEMXQCG, 5771432]
[paragraph, [663.0, 1045.0, 539.0, 36.0], shoonya_1sG5S3EWEMXQCG, 5771432]
[paragraph, [663.0, 1081.0, 539.0, 36.0], shoonya_1sG5S3EWEMXQCG, 5771432]
[paragraph, [663.0, 1117.0, 539.0, 36.0], shoonya_1sG5S3EWEMXQCG, 5771432]
[paragraph, [663.0, 1153.0, 539.0, 36.0], shoonya_1sG5S3EWEMXQCG, 5771432]
[paragraph, [663.0, 1189.0, 539.0, 36.0], shoonya_1sG5S3EWEMXQCG, 5771432]
[paragraph, [663.0, 1225.0, 539.0, 36.0], shoonya_1sG5S3EWEMXQCG, 5771432]
[sidebar, [130.0, 1049.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1085.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1121.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1157.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1193.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1229.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1265.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1301.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1337.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1373.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1409.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1445.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1481.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[sidebar, [130.0, 1517.0, 524.0, 36.0], EuXlKt5Dxp, 5771432]
[section-title, [285.0, 1053.0, 246.0, 49.5], shoonya_17sTDKZI6NCV18, 5771432]
[paragraph, [668.0, 1276.0, 527.0, 36.0], shoonya_10s46AB1JIX4HX, 5771432]
[paragraph, [668.0, 1312.0, 527.0, 36.0], shoonya_10s46AB1JIX4HX, 5771432]
[paragraph, [668.0, 1348.0, 527.0, 36.0], shoonya_10s46AB1JIX4HX, 5771432]
[paragraph, [668.0, 1400.0, 526.0, 36.0], shoonya_7s0JZ912MOS4Z7, 5771432]
[paragraph, [668.0, 1436.0, 526.0, 36.0], shoonya_7s0JZ912MOS4Z7, 5771432]
[paragraph, [668.0, 1472.0, 526.0, 36.0], shoonya_7s0JZ912MOS4Z7, 5771432]
[paragraph, [668.0, 1508.0, 526.0, 36.0], shoonya_7s0JZ912MOS4Z7, 5771432]
[folio, [546.0, 1567.0, 197.0, 36.0], shoonya_16sZDRZZMPEB2K, 5771432]
