[1361, 834]
[folio, [609.0, 53.0, 116.0, 18.0], shoonya_4sCY8047EGHG6Q, 5782388]
[folio, [609.0, 71.0, 116.0, 18.0], shoonya_4sCY8047EGHG6Q, 5782388]
[folio, [300.0, 109.0, 218.0, 18.0], shoonya_3sOSVMI31KUQRG, 5782388]
[ordered-list, [74.0, 142.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 160.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 178.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 196.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 214.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 232.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 250.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 268.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 286.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 304.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 322.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 340.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 358.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 376.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 394.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 412.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 430.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 448.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 466.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 484.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 502.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 520.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 538.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 556.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 574.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 592.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 610.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 628.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 646.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 664.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 682.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 700.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 718.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 736.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 754.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 772.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 790.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 808.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 826.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 844.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 862.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 880.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 898.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 916.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 934.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 952.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 970.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 988.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1006.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1024.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1042.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1060.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1078.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1096.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1114.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1132.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1150.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1168.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1186.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[ordered-list, [74.0, 1204.0, 679.0, 18.0], 1Kc1X7pupi, 5782388]
[sub-ordered-list, [85.0, 172.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 190.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 208.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 226.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 244.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 262.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 280.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 298.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 316.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 334.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 352.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 370.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 388.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 406.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 424.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 442.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 460.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 478.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 496.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 514.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 532.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 550.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 568.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 586.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 604.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 622.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 640.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 658.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 676.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 694.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 712.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 730.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 748.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 766.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 784.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 802.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 820.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 838.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 856.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 874.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 892.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 910.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 928.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 946.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 964.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 982.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1000.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1018.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1036.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1054.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1072.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1090.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1108.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1126.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1144.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1162.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1180.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[sub-ordered-list, [85.0, 1198.0, 659.0, 18.0], shoonya_0s5WKB6KV75W7W, 5782388]
[subsub-ordered-list, [93.0, 332.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 350.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 368.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 386.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 404.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 422.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 440.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 458.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 476.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 494.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [93.0, 512.0, 635.0, 18.0], 5Q0FJ2pJtD, 5782388]
[subsub-ordered-list, [87.0, 554.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 572.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 590.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 608.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 626.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 644.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 662.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 680.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 698.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 716.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 734.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 752.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 770.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 788.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [87.0, 806.0, 645.0, 18.0], A7WjUIvIIl, 5782388]
[subsub-ordered-list, [98.0, 1030.0, 640.0, 18.0], l1FErDGf0z, 5782388]
[subsub-ordered-list, [98.0, 1048.0, 640.0, 18.0], l1FErDGf0z, 5782388]
[subsub-ordered-list, [98.0, 1066.0, 640.0, 18.0], l1FErDGf0z, 5782388]
[subsub-ordered-list, [98.0, 1084.0, 640.0, 18.0], l1FErDGf0z, 5782388]
[subsub-ordered-list, [98.0, 1102.0, 640.0, 18.0], l1FErDGf0z, 5782388]
[subsub-ordered-list, [98.0, 1120.0, 640.0, 18.0], l1FErDGf0z, 5782388]
[subsub-ordered-list, [98.0, 1138.0, 640.0, 18.0], l1FErDGf0z, 5782388]
[subsub-ordered-list, [98.0, 1156.0, 640.0, 18.0], l1FErDGf0z, 5782388]
[subsub-ordered-list, [98.0, 1174.0, 640.0, 18.0], l1FErDGf0z, 5782388]
[subsub-ordered-list, [98.0, 1192.0, 640.0, 18.0], l1FErDGf0z, 5782388]
