[2339, 1653]
[paragraph, [249.0, 244.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 280.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 316.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 352.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 388.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 424.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 460.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 496.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 532.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 568.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 604.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 640.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 676.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 712.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 748.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 784.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 820.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 856.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 892.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 928.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 964.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1000.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1036.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1072.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1108.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1144.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1180.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1216.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1252.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1288.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1324.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1360.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1396.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1432.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1468.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1504.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1540.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1576.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1612.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1648.0, 1151.0, 36.0], shoonya_1sUOG8UILVU1IC, 5686393]
[paragraph, [249.0, 1847.0, 1158.0, 36.0], shoonya_0sIH4FQKH1D33Z, 5686393]
[paragraph, [249.0, 1883.0, 1158.0, 36.0], shoonya_0sIH4FQKH1D33Z, 5686393]
[paragraph, [249.0, 1919.0, 1158.0, 36.0], shoonya_0sIH4FQKH1D33Z, 5686393]
[paragraph, [249.0, 1955.0, 1158.0, 36.0], shoonya_0sIH4FQKH1D33Z, 5686393]
[paragraph, [249.0, 1991.0, 1158.0, 36.0], shoonya_0sIH4FQKH1D33Z, 5686393]
[paragraph, [249.0, 2027.0, 1158.0, 36.0], shoonya_0sIH4FQKH1D33Z, 5686393]
[paragraph, [249.0, 2063.0, 1158.0, 36.0], shoonya_0sIH4FQKH1D33Z, 5686393]
