[1372, 849]
[section-title, [347.0, 69.0, 143.0, 30.0], shoonya_1sRAWT5PFE1HUP, 5709771]
[paragraph, [50.0, 125.0, 735.0, 18.0], 8R2bvgvQ81, 5709771]
[paragraph, [50.0, 143.0, 735.0, 18.0], 8R2bvgvQ81, 5709771]
[paragraph, [50.0, 161.0, 735.0, 18.0], 8R2bvgvQ81, 5709771]
[paragraph, [50.0, 179.0, 735.0, 18.0], 8R2bvgvQ81, 5709771]
[paragraph, [50.0, 197.0, 735.0, 18.0], 8R2bvgvQ81, 5709771]
[paragraph, [50.0, 215.0, 735.0, 18.0], 8R2bvgvQ81, 5709771]
[paragraph, [50.0, 233.0, 735.0, 18.0], 8R2bvgvQ81, 5709771]
[paragraph, [53.0, 263.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 281.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 299.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 317.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 335.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 353.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 371.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 389.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 407.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 425.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 443.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 461.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 479.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 497.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 515.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 533.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 551.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 569.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 587.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 605.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 623.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 641.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 659.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 677.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 695.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 713.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 731.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 749.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 767.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 785.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 803.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 821.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 839.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 857.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 875.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 893.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 911.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 929.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 947.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 965.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [53.0, 983.0, 735.0, 18.0], h3UpWE3_4f, 5709771]
[paragraph, [54.0, 1008.0, 737.0, 18.0], rNCWGto_1t, 5709771]
