[2538, 2026]
[headline, [424.0, 0.0, 402.0, 52.5], 118ELN89zY, 5683531]
[paragraph, [126.0, 101.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 147.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 194.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 240.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 287.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 333.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 380.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 426.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 473.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 519.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 566.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 612.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 659.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 705.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 752.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 798.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 845.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 891.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 938.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 984.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 1031.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 1077.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 1124.0, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[paragraph, [126.0, 1170.5, 1252.0, 46.5], PGpBnmoFeL, 5683531]
[author, [1143.0, 1002.0, 622.0, 46.5], fM9I2j-4qK, 5683531]
[author, [1143.0, 1048.5, 622.0, 46.5], fM9I2j-4qK, 5683531]
[author, [1143.0, 1095.0, 622.0, 46.5], fM9I2j-4qK, 5683531]
[headline, [1148.0, 1308.0, 341.0, 52.5], a-eK7-OUCX, 5683531]
[headline, [1148.0, 1360.5, 341.0, 52.5], a-eK7-OUCX, 5683531]
[paragraph, [922.0, 1434.0, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1480.5, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1527.0, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1573.5, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1620.0, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1666.5, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1713.0, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1759.5, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1806.0, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1852.5, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1899.0, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1945.5, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 1992.0, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 2038.5, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 2085.0, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 2131.5, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 2178.0, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[paragraph, [922.0, 2224.5, 870.0, 46.5], shoonya_0sVM577U8A09HD, 5683531]
[author, [1183.0, 2274.0, 553.0, 46.5], XZv2vYRI01, 5683531]
[author, [1183.0, 2320.5, 553.0, 46.5], XZv2vYRI01, 5683531]
