[2339, 1609]
[folio, [829.0, 112.0, 556.0, 36.0], FieKbdpxUC, 5656435]
[folio, [219.0, 115.0, 521.0, 36.0], lmLEJkgFlo, 5656435]
[folio, [219.0, 151.0, 521.0, 36.0], lmLEJkgFlo, 5656435]
[author, [679.0, 324.0, 255.0, 36.0], auxxkQ-ZN9, 5656435]
[author, [679.0, 360.0, 255.0, 36.0], auxxkQ-ZN9, 5656435]
[contact-info, [383.0, 400.0, 823.0, 36.0], HIYNhw7_pE, 5656435]
[contact-info, [383.0, 436.0, 823.0, 36.0], HIYNhw7_pE, 5656435]
[contact-info, [383.0, 472.0, 823.0, 36.0], HIYNhw7_pE, 5656435]
[contact-info, [383.0, 508.0, 823.0, 36.0], HIYNhw7_pE, 5656435]
[paragraph, [113.0, 712.0, 1368.0, 36.0], shoonya_1s71Q3J9L38ABN, 5656435]
[paragraph, [113.0, 748.0, 1368.0, 36.0], shoonya_1s71Q3J9L38ABN, 5656435]
[paragraph, [113.0, 784.0, 1368.0, 36.0], shoonya_1s71Q3J9L38ABN, 5656435]
[paragraph, [113.0, 820.0, 1368.0, 36.0], shoonya_1s71Q3J9L38ABN, 5656435]
[paragraph, [113.0, 856.0, 1368.0, 36.0], shoonya_1s71Q3J9L38ABN, 5656435]
[paragraph, [113.0, 892.0, 1368.0, 36.0], shoonya_1s71Q3J9L38ABN, 5656435]
[paragraph, [113.0, 928.0, 1368.0, 36.0], shoonya_1s71Q3J9L38ABN, 5656435]
[paragraph, [95.0, 978.0, 1373.0, 36.0], shoonya_2sCZ8VQ9KG202B, 5656435]
[paragraph, [95.0, 1014.0, 1373.0, 36.0], shoonya_2sCZ8VQ9KG202B, 5656435]
[paragraph, [95.0, 1050.0, 1373.0, 36.0], shoonya_2sCZ8VQ9KG202B, 5656435]
[paragraph, [95.0, 1086.0, 1373.0, 36.0], shoonya_2sCZ8VQ9KG202B, 5656435]
[paragraph, [95.0, 1122.0, 1373.0, 36.0], shoonya_2sCZ8VQ9KG202B, 5656435]
[paragraph, [95.0, 1158.0, 1373.0, 36.0], shoonya_2sCZ8VQ9KG202B, 5656435]
[paragraph, [95.0, 1194.0, 1373.0, 36.0], shoonya_2sCZ8VQ9KG202B, 5656435]
[paragraph, [76.0, 1227.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1263.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1299.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1335.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1371.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1407.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1443.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1479.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1515.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1551.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1587.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1623.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1659.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1695.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1731.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1767.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1803.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1839.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1875.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1911.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1947.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 1983.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 2019.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[paragraph, [76.0, 2055.0, 1416.0, 36.0], shoonya_0sBADRH0U2R341, 5656435]
[folio, [131.0, 2152.0, 572.0, 36.0], rmzaU5iOiJ, 5656435]
[folio, [919.0, 2158.0, 578.0, 36.0], udV7rEKPMh, 5656435]
