[1775, 1139]
[paragraph, [134.0, 134.0, 954.0, 36.0], shoonya_2sPGT3RPXPTJRN, 5654448]
[paragraph, [134.0, 170.0, 954.0, 36.0], shoonya_2sPGT3RPXPTJRN, 5654448]
[paragraph, [133.0, 238.0, 954.0, 36.0], shoonya_1sZ616K8NST9VD, 5654448]
[paragraph, [133.0, 274.0, 954.0, 36.0], shoonya_1sZ616K8NST9VD, 5654448]
[paragraph, [133.0, 310.0, 954.0, 36.0], shoonya_1sZ616K8NST9VD, 5654448]
[paragraph, [133.0, 346.0, 954.0, 36.0], shoonya_1sZ616K8NST9VD, 5654448]
[paragraph, [130.0, 431.0, 956.0, 36.0], shoonya_0sPH4NEXTPK39O, 5654448]
[paragraph, [130.0, 467.0, 956.0, 36.0], shoonya_0sPH4NEXTPK39O, 5654448]
[paragraph, [130.0, 503.0, 956.0, 36.0], shoonya_0sPH4NEXTPK39O, 5654448]
[paragraph, [130.0, 539.0, 956.0, 36.0], shoonya_0sPH4NEXTPK39O, 5654448]
[paragraph, [130.0, 575.0, 956.0, 36.0], shoonya_0sPH4NEXTPK39O, 5654448]
[paragraph, [130.0, 611.0, 956.0, 36.0], shoonya_0sPH4NEXTPK39O, 5654448]
[paragraph, [130.0, 647.0, 956.0, 36.0], shoonya_0sPH4NEXTPK39O, 5654448]
[paragraph, [130.0, 683.0, 956.0, 36.0], shoonya_0sPH4NEXTPK39O, 5654448]
[paragraph, [130.0, 753.0, 955.0, 36.0], shoonya_5sWHWIUCDKDVKK, 5654448]
[paragraph, [130.0, 789.0, 955.0, 36.0], shoonya_5sWHWIUCDKDVKK, 5654448]
[paragraph, [130.0, 825.0, 955.0, 36.0], shoonya_5sWHWIUCDKDVKK, 5654448]
[paragraph, [130.0, 861.0, 955.0, 36.0], shoonya_5sWHWIUCDKDVKK, 5654448]
[paragraph, [118.0, 898.0, 962.0, 36.0], On8oJgMDgb, 5654448]
[paragraph, [118.0, 934.0, 962.0, 36.0], On8oJgMDgb, 5654448]
[paragraph, [120.0, 1004.0, 966.0, 36.0], IauJe2j2Tf, 5654448]
[paragraph, [120.0, 1040.0, 966.0, 36.0], IauJe2j2Tf, 5654448]
[paragraph, [120.0, 1076.0, 966.0, 36.0], IauJe2j2Tf, 5654448]
[paragraph, [115.0, 1154.0, 978.0, 36.0], QD682aTLf7, 5654448]
[paragraph, [115.0, 1190.0, 978.0, 36.0], QD682aTLf7, 5654448]
[paragraph, [115.0, 1226.0, 978.0, 36.0], QD682aTLf7, 5654448]
[paragraph, [122.0, 1291.0, 965.0, 36.0], shoonya_6sW35EWLMBAQRS, 5654448]
[paragraph, [122.0, 1327.0, 965.0, 36.0], shoonya_6sW35EWLMBAQRS, 5654448]
[paragraph, [122.0, 1363.0, 965.0, 36.0], shoonya_6sW35EWLMBAQRS, 5654448]
[paragraph, [122.0, 1399.0, 965.0, 36.0], shoonya_6sW35EWLMBAQRS, 5654448]
[paragraph, [122.0, 1435.0, 965.0, 36.0], shoonya_6sW35EWLMBAQRS, 5654448]
[paragraph, [106.0, 1490.0, 972.0, 36.0], KkghhxKT6d, 5654448]
[paragraph, [106.0, 1526.0, 972.0, 36.0], KkghhxKT6d, 5654448]
[footnote, [122.0, 1590.0, 436.0, 36.0], OGvnUwdsce, 5654448]
[folio, [752.0, 1631.0, 92.0, 36.0], qFytuiApsJ, 5654448]
