[612, 792]
[folio, [512.0, 19.0, 159.0, 18.0], cx0NRHVhbW, 5726080]
[paragraph, [46.0, 47.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 65.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 83.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 101.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 119.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 137.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 155.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 173.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 191.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 209.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 227.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 245.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [46.0, 263.0, 309.0, 18.0], LdDFIhn58s, 5726080]
[paragraph, [437.0, 48.0, 308.0, 18.0], 20xxVwGO1b, 5726080]
[paragraph, [437.0, 82.0, 309.0, 18.0], VUFH9Z5kJF, 5726080]
[paragraph, [437.0, 100.0, 309.0, 18.0], VUFH9Z5kJF, 5726080]
[paragraph, [437.0, 118.0, 309.0, 18.0], VUFH9Z5kJF, 5726080]
[paragraph, [437.0, 136.0, 309.0, 18.0], VUFH9Z5kJF, 5726080]
[paragraph, [437.0, 154.0, 309.0, 18.0], VUFH9Z5kJF, 5726080]
[paragraph, [437.0, 172.0, 309.0, 18.0], VUFH9Z5kJF, 5726080]
[paragraph, [437.0, 190.0, 309.0, 18.0], VUFH9Z5kJF, 5726080]
[paragraph, [437.0, 208.0, 309.0, 18.0], VUFH9Z5kJF, 5726080]
[paragraph, [437.0, 226.0, 309.0, 18.0], VUFH9Z5kJF, 5726080]
[paragraph, [439.0, 284.0, 306.0, 18.0], shoonya_0sOTUK28SVEFG8, 5726080]
[paragraph, [439.0, 302.0, 306.0, 18.0], shoonya_0sOTUK28SVEFG8, 5726080]
[paragraph, [439.0, 320.0, 306.0, 18.0], shoonya_0sOTUK28SVEFG8, 5726080]
[paragraph, [439.0, 338.0, 306.0, 18.0], shoonya_0sOTUK28SVEFG8, 5726080]
[paragraph, [45.0, 322.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 340.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 358.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 376.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 394.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 412.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 430.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 448.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 466.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 484.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 502.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 520.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [45.0, 538.0, 311.0, 18.0], Ie6l5edLgu, 5726080]
[paragraph, [437.0, 386.0, 310.0, 18.0], AnDtxQlzGg, 5726080]
[paragraph, [437.0, 404.0, 310.0, 18.0], AnDtxQlzGg, 5726080]
[paragraph, [437.0, 422.0, 310.0, 18.0], AnDtxQlzGg, 5726080]
[paragraph, [437.0, 440.0, 310.0, 18.0], AnDtxQlzGg, 5726080]
[paragraph, [437.0, 458.0, 310.0, 18.0], AnDtxQlzGg, 5726080]
[paragraph, [441.0, 501.0, 305.0, 18.0], A6g6BFQNZZ, 5726080]
[paragraph, [474.0, 534.0, 270.0, 18.0], aJ5bBUKG3b, 5726080]
