[2339, 1609]
[folio, [827.0, 96.0, 566.0, 36.0], VeLWKrcELS, 5656736]
[folio, [210.0, 104.0, 427.0, 36.0], dQCBdYBGVD, 5656736]
[paragraph, [136.0, 221.0, 1336.0, 36.0], shoonya_1sTO2FHELXCIFB, 5656736]
[paragraph, [136.0, 257.0, 1336.0, 36.0], shoonya_1sTO2FHELXCIFB, 5656736]
[paragraph, [136.0, 293.0, 1336.0, 36.0], shoonya_1sTO2FHELXCIFB, 5656736]
[paragraph, [135.0, 359.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [135.0, 395.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [135.0, 431.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [135.0, 467.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [135.0, 503.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [135.0, 539.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [135.0, 575.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [135.0, 611.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [135.0, 647.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [135.0, 683.0, 1333.0, 36.0], shoonya_0sTTFVEZ5679W0, 5656736]
[paragraph, [112.0, 746.0, 1361.0, 36.0], shoonya_4s47AB861J4MZ7, 5656736]
[paragraph, [112.0, 782.0, 1361.0, 36.0], shoonya_4s47AB861J4MZ7, 5656736]
[paragraph, [112.0, 818.0, 1361.0, 36.0], shoonya_4s47AB861J4MZ7, 5656736]
[paragraph, [112.0, 854.0, 1361.0, 36.0], shoonya_4s47AB861J4MZ7, 5656736]
[paragraph, [112.0, 890.0, 1361.0, 36.0], shoonya_4s47AB861J4MZ7, 5656736]
[paragraph, [112.0, 926.0, 1361.0, 36.0], shoonya_4s47AB861J4MZ7, 5656736]
[paragraph, [112.0, 962.0, 1361.0, 36.0], shoonya_4s47AB861J4MZ7, 5656736]
[paragraph, [112.0, 998.0, 1361.0, 36.0], shoonya_4s47AB861J4MZ7, 5656736]
[paragraph, [132.0, 1169.0, 1335.0, 36.0], shoonya_6sTCNTU5IWNRDY, 5656736]
[paragraph, [132.0, 1205.0, 1335.0, 36.0], shoonya_6sTCNTU5IWNRDY, 5656736]
[paragraph, [132.0, 1241.0, 1335.0, 36.0], shoonya_6sTCNTU5IWNRDY, 5656736]
[paragraph, [132.0, 1277.0, 1335.0, 36.0], shoonya_6sTCNTU5IWNRDY, 5656736]
[paragraph, [132.0, 1313.0, 1335.0, 36.0], shoonya_6sTCNTU5IWNRDY, 5656736]
[paragraph, [132.0, 1349.0, 1335.0, 36.0], shoonya_6sTCNTU5IWNRDY, 5656736]
[folio, [924.0, 2158.0, 560.0, 36.0], G28mAxIPbY, 5656736]
[folio, [126.0, 2164.0, 584.0, 36.0], Ebnl5Y6jgq, 5656736]
