[1241, 877]
[folio, [117.0, 69.0, 129.0, 18.0], shoonya_3sKRPJASJYIYMO, 5697945]
[reference, [113.0, 120.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 138.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 156.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 174.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 192.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 210.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 228.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 246.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 264.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 282.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 300.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 318.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 336.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 354.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 372.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 390.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 408.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 426.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 444.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 462.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 480.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 498.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 516.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 534.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 552.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 570.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 588.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 606.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 624.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 642.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 660.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 678.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 696.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 714.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 732.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 750.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 768.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 786.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[reference, [113.0, 804.0, 653.0, 18.0], shoonya_2sVB40NX2AHQRM, 5697945]
[section-title, [111.0, 851.0, 540.0, 30.0], nmqZHm-ygI, 5697945]
[section-title, [111.0, 881.0, 540.0, 30.0], nmqZHm-ygI, 5697945]
[sub-section-title, [116.0, 940.0, 196.0, 25.5], shoonya_5sPYPRCMTIBXQK, 5697945]
[paragraph, [113.0, 974.0, 648.0, 18.0], shoonya_0sPEA34XWFDDFC, 5697945]
[paragraph, [113.0, 992.0, 648.0, 18.0], shoonya_0sPEA34XWFDDFC, 5697945]
[paragraph, [113.0, 1010.0, 648.0, 18.0], shoonya_0sPEA34XWFDDFC, 5697945]
[paragraph, [113.0, 1028.0, 648.0, 18.0], shoonya_0sPEA34XWFDDFC, 5697945]
[paragraph, [113.0, 1046.0, 648.0, 18.0], shoonya_0sPEA34XWFDDFC, 5697945]
[paragraph, [113.0, 1064.0, 648.0, 18.0], shoonya_0sPEA34XWFDDFC, 5697945]
[paragraph, [113.0, 1082.0, 648.0, 18.0], shoonya_0sPEA34XWFDDFC, 5697945]
[paragraph, [113.0, 1100.0, 648.0, 18.0], shoonya_0sPEA34XWFDDFC, 5697945]
[paragraph, [113.0, 1118.0, 648.0, 18.0], shoonya_0sPEA34XWFDDFC, 5697945]
