[2178, 1466]
[folio, [152.0, 141.0, 222.0, 36.0], Bi9J9RLIki, 5655090]
[paragraph, [197.0, 231.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [197.0, 267.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [197.0, 303.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [197.0, 339.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [197.0, 375.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [197.0, 411.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [197.0, 447.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [197.0, 483.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [197.0, 519.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [197.0, 555.0, 802.0, 36.0], iDmOz4tQR_, 5655090]
[paragraph, [150.0, 602.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 638.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 674.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 710.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 746.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 782.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 818.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 854.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 890.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 926.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 962.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 998.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1034.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1070.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1106.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1142.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1178.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1214.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1250.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1286.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1322.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1358.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1394.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1430.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1466.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1502.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1538.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1574.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1610.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[paragraph, [150.0, 1646.0, 1204.0, 36.0], shoonya_0sQSXZRZ2J7FDR, 5655090]
[section-title, [159.0, 1720.0, 573.0, 52.5], shoonya_1sQLOD5ZSJ1AHZ, 5655090]
[paragraph, [164.0, 1820.0, 1184.0, 36.0], ATlZMi82FC, 5655090]
[paragraph, [164.0, 1856.0, 1184.0, 36.0], ATlZMi82FC, 5655090]
[paragraph, [164.0, 1892.0, 1184.0, 36.0], ATlZMi82FC, 5655090]
[paragraph, [164.0, 1928.0, 1184.0, 36.0], ATlZMi82FC, 5655090]
[reference, [159.0, 2004.0, 442.0, 36.0], shoonya_3s33BFZ1BOITFI, 5655090]
