[1625, 1211]
[section-title, [112.0, 140.0, 207.0, 49.5], p3VivcDStU, 5742365]
[section-title, [516.0, 205.0, 597.0, 49.5], shoonya_1sZXASE44NG75L, 5742365]
[paragraph, [72.0, 311.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 347.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 383.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 419.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 455.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 491.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 527.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 563.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 599.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 635.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 671.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 707.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 743.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [72.0, 779.0, 337.0, 36.0], shoonya_0s26QPCB4725AD, 5742365]
[paragraph, [433.0, 313.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 349.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 385.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 421.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 457.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 493.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 529.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 565.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 601.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 637.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 673.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 709.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 745.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 781.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 817.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 853.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [433.0, 889.0, 347.0, 36.0], fcJZagbJUR, 5742365]
[paragraph, [799.0, 314.0, 339.0, 36.0], shoonya_6sH9V8W7W3RTR6, 5742365]
[paragraph, [799.0, 350.0, 339.0, 36.0], shoonya_6sH9V8W7W3RTR6, 5742365]
[paragraph, [799.0, 386.0, 339.0, 36.0], shoonya_6sH9V8W7W3RTR6, 5742365]
[paragraph, [799.0, 422.0, 339.0, 36.0], shoonya_6sH9V8W7W3RTR6, 5742365]
[paragraph, [799.0, 458.0, 339.0, 36.0], shoonya_6sH9V8W7W3RTR6, 5742365]
[paragraph, [794.0, 533.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 569.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 605.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 641.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 677.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 713.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 749.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 785.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 821.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 857.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 893.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [794.0, 929.0, 342.0, 36.0], T7It5S5d4_, 5742365]
[paragraph, [71.0, 844.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 880.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 916.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 952.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 988.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1024.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
