[842, 596]
[paragraph, [46.0, 66.0, 244.0, 18.0], shoonya_1s80JNFF1T93BG, 5771486]
[paragraph, [46.0, 84.0, 244.0, 18.0], shoonya_1s80JNFF1T93BG, 5771486]
[paragraph, [46.0, 102.0, 244.0, 18.0], shoonya_1s80JNFF1T93BG, 5771486]
[paragraph, [339.0, 71.0, 221.0, 18.0], shoonya_3sYNEB6HFT8PAZ, 5771486]
[paragraph, [339.0, 89.0, 221.0, 18.0], shoonya_3sYNEB6HFT8PAZ, 5771486]
[paragraph, [339.0, 107.0, 221.0, 18.0], shoonya_3sYNEB6HFT8PAZ, 5771486]
[sub-ordered-list, [303.0, 159.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 177.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 195.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 213.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 231.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 249.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 267.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 285.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 303.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 321.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 339.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 357.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 375.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 393.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 411.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 429.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [303.0, 447.0, 273.0, 18.0], shoonya_5sBUHD03J2Z2EQ, 5771486]
[sub-ordered-list, [32.0, 285.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 303.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 321.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 339.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 357.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 375.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 393.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 411.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 429.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 447.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[sub-ordered-list, [32.0, 465.0, 266.0, 18.0], shoonya_7s6PXYYF9HREYT, 5771486]
[subsub-section-title, [49.0, 495.0, 274.0, 15.0], jwp3qocL95, 5771486]
[ordered-list, [43.0, 521.0, 500.0, 18.0], wsLnpEb26u, 5771486]
[ordered-list, [43.0, 539.0, 500.0, 18.0], wsLnpEb26u, 5771486]
