[792, 612]
[flag, [22.0, 54.0, 170.0, 18.0], shoonya_13sED5RRQ8ZKGM, 6516208]
[flag, [22.0, 72.0, 170.0, 18.0], shoonya_13sED5RRQ8ZKGM, 6516208]
[index, [56.0, 128.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 146.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 164.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 182.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 200.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 218.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 236.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 254.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 272.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 290.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 308.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 326.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 344.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 362.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[index, [56.0, 380.0, 113.0, 18.0], shoonya_10sDRBJMT5PWGZ, 6516208]
[headline, [217.0, 201.0, 284.0, 25.5], shoonya_9sI18PSUQP4AVM, 6516208]
[headline, [217.0, 226.5, 284.0, 25.5], shoonya_9sI18PSUQP4AVM, 6516208]
[author, [224.0, 262.0, 88.0, 18.0], shoonya_14sYVYVIX3YJV9, 6516208]
[paragraph, [225.0, 301.0, 165.0, 18.0], shoonya_6s3BG5GVRSOA04, 6516208]
[paragraph, [225.0, 319.0, 165.0, 18.0], shoonya_6s3BG5GVRSOA04, 6516208]
[paragraph, [225.0, 337.0, 165.0, 18.0], shoonya_6s3BG5GVRSOA04, 6516208]
[paragraph, [225.0, 355.0, 165.0, 18.0], shoonya_6s3BG5GVRSOA04, 6516208]
[paragraph, [391.0, 301.0, 168.0, 18.0], shoonya_1sRLIQ2E1OIUKM, 6516208]
[paragraph, [391.0, 319.0, 168.0, 18.0], shoonya_1sRLIQ2E1OIUKM, 6516208]
[paragraph, [391.0, 337.0, 168.0, 18.0], shoonya_1sRLIQ2E1OIUKM, 6516208]
[paragraph, [391.0, 355.0, 168.0, 18.0], shoonya_1sRLIQ2E1OIUKM, 6516208]
[paragraph, [391.0, 373.0, 168.0, 18.0], shoonya_1sRLIQ2E1OIUKM, 6516208]
[paragraph, [391.0, 391.0, 168.0, 18.0], shoonya_1sRLIQ2E1OIUKM, 6516208]
[paragraph, [225.0, 376.0, 163.0, 18.0], shoonya_2sXWBNAL515YJ0, 6516208]
[paragraph, [225.0, 394.0, 163.0, 18.0], shoonya_2sXWBNAL515YJ0, 6516208]
[paragraph, [225.0, 412.0, 163.0, 18.0], shoonya_2sXWBNAL515YJ0, 6516208]
[paragraph, [225.0, 430.0, 163.0, 18.0], shoonya_2sXWBNAL515YJ0, 6516208]
[paragraph, [225.0, 448.0, 163.0, 18.0], shoonya_2sXWBNAL515YJ0, 6516208]
[paragraph, [225.0, 466.0, 163.0, 18.0], shoonya_2sXWBNAL515YJ0, 6516208]
[paragraph, [225.0, 484.0, 163.0, 18.0], shoonya_2sXWBNAL515YJ0, 6516208]
[paragraph, [225.0, 502.0, 163.0, 18.0], shoonya_2sXWBNAL515YJ0, 6516208]
[paragraph, [393.0, 410.0, 165.0, 18.0], shoonya_3sBT363WYR4R9Q, 6516208]
[paragraph, [393.0, 428.0, 165.0, 18.0], shoonya_3sBT363WYR4R9Q, 6516208]
[paragraph, [393.0, 446.0, 165.0, 18.0], shoonya_3sBT363WYR4R9Q, 6516208]
[paragraph, [393.0, 464.0, 165.0, 18.0], shoonya_3sBT363WYR4R9Q, 6516208]
[paragraph, [393.0, 482.0, 165.0, 18.0], shoonya_3sBT363WYR4R9Q, 6516208]
[paragraph, [393.0, 500.0, 165.0, 18.0], shoonya_3sBT363WYR4R9Q, 6516208]
[contact-info, [18.0, 414.0, 178.0, 18.0], gchvbEjVqy, 6516208]
[contact-info, [18.0, 432.0, 178.0, 18.0], gchvbEjVqy, 6516208]
[contact-info, [18.0, 450.0, 178.0, 18.0], gchvbEjVqy, 6516208]
[contact-info, [18.0, 468.0, 178.0, 18.0], gchvbEjVqy, 6516208]
[contact-info, [18.0, 486.0, 178.0, 18.0], gchvbEjVqy, 6516208]
[contact-info, [18.0, 504.0, 178.0, 18.0], gchvbEjVqy, 6516208]
[contact-info, [18.0, 522.0, 178.0, 18.0], gchvbEjVqy, 6516208]
[contact-info, [18.0, 540.0, 178.0, 18.0], gchvbEjVqy, 6516208]
[paragraph, [225.0, 530.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 548.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 566.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 584.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 602.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 620.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 638.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 656.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 674.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 692.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 710.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [225.0, 728.0, 163.0, 18.0], shoonya_0sUS5WK1BDIL9K, 6516208]
[paragraph, [394.0, 532.0, 165.0, 18.0], SLJLyjkSf1, 6516208]
[paragraph, [394.0, 550.0, 165.0, 18.0], SLJLyjkSf1, 6516208]
[paragraph, [394.0, 568.0, 165.0, 18.0], SLJLyjkSf1, 6516208]
[paragraph, [394.0, 586.0, 165.0, 18.0], SLJLyjkSf1, 6516208]
[paragraph, [394.0, 604.0, 165.0, 18.0], SLJLyjkSf1, 6516208]
[website-link, [38.0, 580.0, 133.0, 18.0], gE1m4X4Jyz, 6516208]
[sidebar, [20.0, 625.0, 178.0, 18.0], shoonya_11s23U8JJTOWM9, 6516208]
[sidebar, [20.0, 643.0, 178.0, 18.0], shoonya_11s23U8JJTOWM9, 6516208]
[sidebar, [20.0, 661.0, 178.0, 18.0], shoonya_11s23U8JJTOWM9, 6516208]
[sidebar, [20.0, 679.0, 178.0, 18.0], shoonya_11s23U8JJTOWM9, 6516208]
[sidebar, [20.0, 697.0, 178.0, 18.0], shoonya_11s23U8JJTOWM9, 6516208]
[sidebar, [20.0, 715.0, 178.0, 18.0], shoonya_11s23U8JJTOWM9, 6516208]
[sidebar, [20.0, 733.0, 178.0, 18.0], shoonya_11s23U8JJTOWM9, 6516208]
[paragraph, [386.0, 636.0, 176.0, 18.0], shoonya_5sINGTHX8E58BO, 6516208]
[paragraph, [386.0, 654.0, 176.0, 18.0], shoonya_5sINGTHX8E58BO, 6516208]
