[3508, 2481]
[contact-info, [553.0, 95.0, 1363.0, 52.5], T8VJ4xB1a0, 6515857]
[contact-info, [553.0, 147.5, 1363.0, 52.5], T8VJ4xB1a0, 6515857]
[contact-info, [553.0, 200.0, 1363.0, 52.5], T8VJ4xB1a0, 6515857]
[contact-info, [553.0, 252.5, 1363.0, 52.5], T8VJ4xB1a0, 6515857]
[section-title, [837.0, 579.0, 787.0, 93.0], RMgapSzoqW, 6515857]
[section-title, [837.0, 672.0, 787.0, 93.0], RMgapSzoqW, 6515857]
[dateline, [218.0, 997.0, 445.0, 52.5], IVHkSidOB2, 6515857]
[dateline, [218.0, 1049.5, 445.0, 52.5], IVHkSidOB2, 6515857]
[paragraph, [192.0, 1239.0, 291.0, 52.5], FDosAHLO6m, 6515857]
[paragraph, [192.0, 1291.5, 291.0, 52.5], FDosAHLO6m, 6515857]
[paragraph, [199.0, 1374.0, 2119.0, 52.5], DqhpSwrUwd, 6515857]
[paragraph, [199.0, 1426.5, 2119.0, 52.5], DqhpSwrUwd, 6515857]
[paragraph, [199.0, 1479.0, 2119.0, 52.5], DqhpSwrUwd, 6515857]
[paragraph, [199.0, 1531.5, 2119.0, 52.5], DqhpSwrUwd, 6515857]
[paragraph, [199.0, 1584.0, 2119.0, 52.5], DqhpSwrUwd, 6515857]
[paragraph, [199.0, 1636.5, 2119.0, 52.5], DqhpSwrUwd, 6515857]
[ordered-list, [261.0, 1792.0, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 1844.5, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 1897.0, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 1949.5, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 2002.0, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 2054.5, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 2107.0, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 2159.5, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 2212.0, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 2264.5, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[ordered-list, [261.0, 2317.0, 2023.0, 52.5], myJ-5BVoXM, 6515857]
[figure-caption, [1816.0, 2687.0, 465.0, 52.5], U2fVPGVLJc, 6515857]
[figure-caption, [1816.0, 2739.5, 465.0, 52.5], U2fVPGVLJc, 6515857]
[figure-caption, [1816.0, 2792.0, 465.0, 52.5], U2fVPGVLJc, 6515857]
[contact-info, [1774.0, 3258.0, 518.0, 52.5], HJq_pYf03z, 6515857]
[contact-info, [1774.0, 3310.5, 518.0, 52.5], HJq_pYf03z, 6515857]
