[842, 596]
[section-title, [236.0, 47.0, 130.0, 30.0], ODFdgsgVCo, 6491140]
[paragraph, [50.0, 122.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 140.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 158.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 176.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 194.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 212.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 230.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 248.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 266.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 284.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 302.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 320.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 338.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 356.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [50.0, 374.0, 503.0, 18.0], sa6AHWi8CQ, 6491140]
[paragraph, [47.0, 404.0, 504.0, 18.0], XBFVrF0p3n, 6491140]
[paragraph, [47.0, 422.0, 504.0, 18.0], XBFVrF0p3n, 6491140]
[ordered-list, [46.0, 456.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 474.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 492.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 510.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 528.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 546.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 564.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 582.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 600.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 618.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 636.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 654.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 672.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 690.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 708.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 726.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 744.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
[ordered-list, [46.0, 762.0, 498.0, 18.0], y9wM-wTwZY, 6491140]
