[1337, 839]
[folio, [359.0, 72.0, 128.0, 18.0], shoonya_2sFGKH2J8Z54V3, 5770762]
[folio, [359.0, 90.0, 128.0, 18.0], shoonya_2sFGKH2J8Z54V3, 5770762]
[paragraph, [422.0, 133.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 151.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 169.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 187.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 205.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 223.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 241.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 259.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 277.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 295.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 313.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 331.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 349.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 367.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 385.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 403.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 421.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 439.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 457.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 475.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 493.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 511.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 529.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [422.0, 547.0, 342.0, 18.0], 9AxLwJj9Xf, 5770762]
[paragraph, [79.0, 136.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 154.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 172.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 190.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 208.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 226.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 244.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 262.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 280.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 298.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 316.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 334.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 352.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [79.0, 370.0, 336.0, 18.0], 8QuebOemai, 5770762]
[paragraph, [74.0, 399.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 417.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 435.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 453.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 471.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 489.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 507.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 525.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 543.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 561.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 579.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 597.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 615.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 633.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 651.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 669.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 687.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 705.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 723.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 741.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 759.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 777.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 795.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 813.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 831.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 849.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 867.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 885.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 903.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 921.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 939.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 957.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 975.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 993.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1011.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1029.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1047.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1065.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1083.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1101.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1119.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1137.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1155.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [74.0, 1173.0, 343.0, 18.0], k-Yj7u9OeU, 5770762]
[paragraph, [422.0, 573.0, 267.0, 18.0], nmdUqupXfy, 5770762]
[paragraph, [422.0, 591.0, 267.0, 18.0], nmdUqupXfy, 5770762]
[paragraph, [422.0, 609.0, 267.0, 18.0], nmdUqupXfy, 5770762]
[paragraph, [422.0, 627.0, 267.0, 18.0], nmdUqupXfy, 5770762]
[paragraph, [422.0, 645.0, 267.0, 18.0], nmdUqupXfy, 5770762]
[paragraph, [422.0, 663.0, 267.0, 18.0], nmdUqupXfy, 5770762]
