[2570, 1917]
[section-title, [579.0, 120.0, 487.0, 79.5], shoonya_0sCFGOFO39D8OA, 5683596]
[paragraph, [210.0, 242.0, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 288.5, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 335.0, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 381.5, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 428.0, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 474.5, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 521.0, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 567.5, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 614.0, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 660.5, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 707.0, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 753.5, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 800.0, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 846.5, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [210.0, 893.0, 1229.0, 46.5], shoonya_1sR5DO8AGOXD55, 5683596]
[paragraph, [215.0, 950.0, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 996.5, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1043.0, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1089.5, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1136.0, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1182.5, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1229.0, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1275.5, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1322.0, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1368.5, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1415.0, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [215.0, 1461.5, 1085.0, 46.5], uSO3mptFUP, 5683596]
[paragraph, [191.0, 1558.0, 1268.0, 46.5], FWpbItmgY5, 5683596]
[paragraph, [191.0, 1604.5, 1268.0, 46.5], FWpbItmgY5, 5683596]
[paragraph, [191.0, 1651.0, 1268.0, 46.5], FWpbItmgY5, 5683596]
[paragraph, [191.0, 1697.5, 1268.0, 46.5], FWpbItmgY5, 5683596]
[paragraph, [201.0, 1751.0, 1087.0, 46.5], NLexQxg10L, 5683596]
[paragraph, [201.0, 1797.5, 1087.0, 46.5], NLexQxg10L, 5683596]
[paragraph, [201.0, 1844.0, 1087.0, 46.5], NLexQxg10L, 5683596]
[paragraph, [201.0, 1890.5, 1087.0, 46.5], NLexQxg10L, 5683596]
[paragraph, [201.0, 1937.0, 1087.0, 46.5], NLexQxg10L, 5683596]
[paragraph, [201.0, 1983.5, 1087.0, 46.5], NLexQxg10L, 5683596]
[paragraph, [201.0, 2030.0, 1087.0, 46.5], NLexQxg10L, 5683596]
[paragraph, [201.0, 2076.5, 1087.0, 46.5], NLexQxg10L, 5683596]
[author, [1152.0, 2153.0, 564.0, 46.5], 9U6gY5Gzfu, 5683596]
[author, [1152.0, 2199.5, 564.0, 46.5], 9U6gY5Gzfu, 5683596]
[author, [1152.0, 2246.0, 564.0, 46.5], 9U6gY5Gzfu, 5683596]
